question,true_answer,predicted_answer,is_correct
"Bir adam konuşurken bisikletin önünde duruyor. O
Şıklar:
A. Lastiği ayarlamak için tornavida kullanır.
B. kovayı açar ve araba tekerleği temizleyicisini çıkarır.
C. bisikletin lastiğine bir şey koyar.
D. bisikletin lastiğini keser.",A,,False
"Bir kadın mutfakta duruyor. o
Şıklar:
A. tostun üzerine hardal sürüyor.
B. bir bardak limon ve su tutuyor.
C. Malzemeleri cam bir kaseye koyup karıştırıyoruz.
D. Malzemeleri kurabiye tepsisine döküyor.",C,"B
Soru: Bir grup insan bir festivalde dans ediyor. bir kadın
Şıklar:
A. bir davul çalarken.
B. bir keman çalıyor.
C. bir bando üyesi.
D. bir dans gösterisi yapıyor",False
"Bir grup maç izlemek için toplanıyor. iki insan
Şıklar:
A. ayağa kalk ve bilek güreşi yap.
B. diz çök ve karate yap.
C. ringin içinde dövüş sanatlarıyla meşgul olun.
D. çerçeveye gir ve bir kibrit yak.",C,"C
Soru: Bir kişi bir kitap okuyor. o
Şıklar:
A. bir köpeğin yanında oturuyor.
B. bir kumsalda oturup deniz manzarası izliyor.
C. bir şemsiye altında oturuyor.
D. bir masanın üzerinde",False
"İki adam yere diz çöküyor. Onlar
Şıklar:
A. diz pres makinesi kullanıyor.
B. bir adamın saçını kesiyorlar.
C. birlikte ağırlık kaldırmaya başlayın.
D. halı karolarını birlikte döşüyorlar.",D,"D
Soru: Bir grup insan bir restoranda oturuyor. O
Şıklar:
A. bir restoranda yemek",False
"Bir adam kumda diz çöküyor. bir adam
Şıklar:
A. bir kürek alır ve bir kovayı kumla doldurmaya başlar.
B. mat üzerinde şınav çekiyor.
C. kamerayla konuşmaya başlıyor.
D. demirciyle kumu keser.",A,"C
Soru: Bir adam bir şemsiye altında duruyor.",False
"İki adam langırt oynuyor. bir adam
Şıklar:
A. kart destesini temizliyor.
B. Kol oyununu tekrar tekrar salladıktan sonra yere düşüyor.
C. yerde break dansı yapıyor.
D. Önlerinde dururken hakemlik yapar.",D,"A
Soru: Bir grup insan bir plajda duruyor. Bir kişi
Şıklar:
A. bir şemsiye açıyor.
B. bir balonla oynuyor.
C. bir sand",False
"Bir grup yaşlı insan bir parkta buluşuyor. Onlar
Şıklar:
A. yerde seksek oynuyorlar.
B. birlikte konuşun ve yoga yapın.
C. konileri çıkarın ve yerleştirin.
D. Çarpışan arabalara binmeye başlayın.",B,"D
Soru: Bir grup insan bir çim sahasında futbol oynuyor. Onlar
Şıklar:
A. bir buz pateni pistinde kayıyorlar.
B. bir basketbol sahasında basketbol oynuyorlar",False
"Bir adam dışarıda durup bira içiyor. İnsanlar etrafta durup onu izliyorlar. O
Şıklar:
A. bira bardağını masaya bırakır.
B. bir dükkanın önünde duruyor.
C. tuba çalmaya çalışır.
D. İnsanlar çatıdan izlerken birayı shot bardağında çeviriyor.",A,"D
Soru: Bir kişi bir kayanın üzerinde oturuyor. O
Şıklar:
A. bir köpeği okşuyor.
B. bir dergi okuyor.
C. bir ip",False
"Bir kişi yürüyüş yolunu kürekle gösteriyor. bir köpek
Şıklar:
A. bir çöplüğün yanında yürüyor.
B. yürüyüş yolunun ilk 5 metresini köpürtüyor.
C. kişiye doğru koşar.
D. kar yığınına atlıyor ve sahibi gelip yardım ediyor.",C,"C
Soru: Bir kişi bir bisikleti tamir ediyor. O
Şıkl",False
"Bir kadın tahtada gömleğini ütülüyor. o
Şıklar:
A. elini tahtaya koyuyor, gösteriyor ve ütülüyor.
B. ütülemeden önce gömleğe üfler.
C. ütüyü prize takar ve düğmeyi çevirir.
D. özür diler gibi görünür ve havluyla silmeye başlar.",C,B,False
"İnsanlar spor salonunda bisiklete biniyorlar. iki kadın
Şıklar:
A. Bisikletler ahşap namlulu bir sahada sıralanmıştır.
B. tulumlarla spor salonundayız.
C. arka tekerlekte vagon.
D. kondisyon bisikletleri üzerinde çalışıyorlar.",D,"D
Soru: Bir adam bir bira kutusuyla duruyor. O
Şıklar:
A. bir bira kutusunu bir şemsiyeye koyuyor",False
"Bir grup insan uçurumun dibinde. Onlar
Şıklar:
A. kanolarda oturuyorlar, telsizleriyle oynuyorlar.
B. kenarından aşağı atladığı görülüyor.
C. ekipmanlarını giyiyorlar.
D. hepsi maskeli balo kıyafetleri giymiş.",C,"C
Soru: Bir kişi bir yelkenli tekne üzerinde duruyor. O
Şıklar:
A. bir yelkenli tekne üzerinde",False
"Türkiye'den bir bayanın mavi pistte uzun atlama yaptığını görüyoruz. bir adam
Şıklar:
A. büyük gümüş bir pistte onu havada takip ediyor.
B. atlamasından sonra dönüyor.
C. pistin bir kenarında duruyor.
D. beyaz bayrak kaldırıyor ve kadın uzaklaşıyor.",D,"D
Soru: Bir adam bir binanın önündeki merdivenlerden aşağı iniyor. Bir kadın
Şıklar:
A. merdivenlerin tepesinde duruyor.
B. merdivenlerin yanındaki bir bankta oturuyor.
C",False
"Bir kız gevşek halat üzerine tırmanıyor. kişi
Şıklar:
A. gevşek çizgiden suya atlar.
B. çizgiyi sıkın ve üstüne tırmanın.
C. rutini başlatmak için ayakta durma pozisyonuna sıçrar.
D. ipi mümkün olduğu kadar aşağıya indirir.",C,"C
Soru: Bir kız bir dairede oturuyor. arka planda
Şıklar:
A. bir evin dış cephesi.
B. bir binanın merdivenleri.
C. bir yatak odası.
D. bir mut",False
"Bir köpek küvetin içine konur. bir kız
Şıklar:
A. köpeği kurulayan beyaz bir havluyu işaret ediyor.
B. köpeğin ağzına su sıkmaya başladı.
C. adam köpeği yıkamaya, kazımaya ve durulamaya başlar.
D. bir bardaktan köpeğin üzerine su döküyor.",D,"D
Soru: Bir adam bir ağacın altında uyuyor. Bir adam",False
"Bir grup adam bir binadan dışarı koşuyor. çok büyük bir kalabalık
Şıklar:
A. dışarıda onları bekliyor.
B. performanslarını izliyor.
C. onların etkileşimini izlerken görülüyor.
D. onların hazırlanmalarını izliyor.",A,"D
Soru: Bir adam bir arabanın arka koltuğunda oturuyor. arabanın arkasındaki adam
Şıklar:
A. bir sandalyede oturuyor.
B. bir koltukta",False
"Bir grup çocuk açık hava etkinliğinde toplanıyor. Onlar
Şıklar:
A. kickball oyunu oynuyorlar.
B. Kalabalık caddede çarpışan arabalara binerken gösteriliyorlar.
C. toprak bir yoldan geçiliyor.
D. kamçılarıyla dans edin, dans edin ve çığlık atın.",A,"D
Soru: Bir adam bir sopa tutuyor. O
Şıklar:
A. bir futbol topunu vuruyor.
B. bir çiçek sapını buduyor.
C. bir sopayla bir şeye vuruyor.
D. bir sopayla bir şeye vuruyor",False
"Bir kız lavaboya bir şey döküyor. o
Şıklar:
A. musluğu açar ve suyu emer.
B. duşu açıyor, yüzüne su çarpıyor.
C. yüzünü sprey şişesiyle tıraş ediyor.
D. uzaklaşıp ellerini havluya siliyor.",D,"B
Soru: Bir kızın önünde bir adam duruyor. O
Şıklar:
A. ona bir hediye veriyor.
B. bir tabakta yemek yerken.
C. bir yelkenli tekneyle yanaşır.
D. bir çiçek satıcısına bakıyor.
Cevap",False
"Bir kadın lavabonun üzerinde ellerini yıkıyor. o
Şıklar:
A. ellerini lavaboda duruluyor.
B. lavaboya bir havlu atıp onu kırıyor.
C. ellerini kurulamak için peçete kullanıyor.
D. bir kutudan lastik bant alır.",A,"B
Soru: Bir kişi bir masada oturuyor. O
Şıklar:
A. bir masanın üzerinde duruyor.
B. bir masanın içinde oturuyor.
C. bir masanın üzerinde oturuyor.
D.",False
"Birkaç kişi çimlerin üzerinde duruyor. Onlar
Şıklar:
A. vurmalı çalgılar tutuyorlar.
B. voleybol oyunu oynuyoruz.
C. hokey hareketleri yapın.
D. Çimlerde kıvırma oyunu oynayın.",A,"C
Soru: Bir kişi bir binanın merdivenlerinden çıkıyor. Kişi
Şıklar:
A. merdivenlerin altından geçiyor.
B. binanın içinde kaybolmuş.
C. binanın dışına çıkıyor.
D. bir",False
"Ekranın alt kısmında beyaz metin görülüyor. Longboard'daki adam ve tek sıra tekerlekli patendeki kız
Şıklar:
A. pistin sonuna kadar.
B. suya çıktı.
C. otoparkta yuvarlanın.
D. karlı yolda.",C,"A
Soru 14: Bir kadın bir yelkenli teknede duruyor. o
Şıklar:
A. bir yelkenli teknede oturuyor.
B. bir yelkenli teknede yürüyor.
C. bir yelkenli tekn",False
"Siyah borunun yanında yerde bir kadın oturuyor. o
Şıklar:
A. tüpün üstüne bir çubuk yakar.
B. ayağa kalkar ve boruyu bir aletle keser.
C. dolumu tanka ulaştığında durur ve sonuna kadar boruyu doldurmaya başlar.
D. tüpünü alıp suya dalıyor.",B,"A
Soru: Bir kadın bir ağaç dalı üzerinde oturuyor. o
Şıklar:
A. ağacın dalında otururken uyuyor.
B. ağacın dalında oturur",False
"İki çocuk bir odada raketbol oynuyor. Parke zeminlerde kırmızı çizgiler var. Çocuklar
Şıklar:
A. raketleriyle numaralar yaparlar.
B. topu duvardan vur.
C. merdivenlerden yukarı çık.
D. Cebinden topu alın ve sırayla topa ateş edin.",B,"A
Soru: Bir kadın bir çiçek bahçesinde duruyor. O
Şıklar:
A. bir çiçek yığınından bir çiçek topluyor.
B. bir çiçekçi dükkanında çalışıyor.
C. bir çiçek kutusunu dolduruyor.
D. bir çiçek yapraklarını temizliyor.
Sadece yukarıdaki Şıklar arasından",False
"Bir yaz gününde bir nehir akıyor. bir adam
Şıklar:
A. elinde bir sopayla nehirde yürüyor.
B. bir tekne akıntıya karşı kürek çekiyor.
C. bir su altı ortamına bakarken hazır halde görülüyor.
D. nehirde sörf yapıyor.",B,"C
Soru: Bir adam bir göle bakan bir kaya üzerinde duruyor. O
Şıklar:
A. bir balonla oynuyor.
B. bir göle doğru koşuyor.
C. bir kayanın tepesinde rahat",False
"Bir adam spor salonunda siyah bir minderin üzerinde oturuyor. O
Şıklar:
A. vücudunu kendi etrafında döndürmeye başlar.
B. kolunu çıkarıp yere atıyor.
C. sırt üstü uzanır ve matın üzerinde mekik çeker.
D. kalkar ve dans etmeye başlar.",C,"B
Soru: Bir adam bir binanın önünden geçiyor. O
Şıklar:
A. binanın ön",False
"Bir şef mutfakta duruyor. O
Şıklar:
A. her iki elinde de iki pirzola tutuyor.
B. tezgahın üzerinde bir şeyi döndürür ve hareket ettirir.
C. makarnayı büyük bir tencereye koyar.
D. unu eleyip bir tavada karıştırıyor.",C,"C
Soru: Bir kadın",False
"Bir kadının elleri bir şeyi sararken gösteriliyor. kadın
Şıklar:
A. kameraya konuşuyor.
B. küçük bir balkabağını ağdalıyor.
C. nesneyi şekillendirmeye başlar.
D. daha sonra saçı bir saç maşasına sararken görülüyor.",A,"A
Soru 14: Bir kadın bir şeye bakıyor. kadın
Şıklar:
A.",False
"Bir kadın bahçesindeki yaprakları topluyor. Omzuna siyah bir çanta takıyor. o
Şıklar:
A. bahçesini taramaya devam ediyor.
B. yaprakları çöp kutusuna döküyor.
C. başka bir yaprak torbası almak için çantaya uzanır.
D. çantayla caddede koşuyor.",A,"D
Soru: Bir adam bir bıçak kullanıyor. O
Şıklar:
A. bir şekerlemeyi kesiyor.
B",False
"Bir adam dışarıda, bahçede duruyor. Elinde büyük bir balta tutuyor. O
Şıklar:
A. ağacın gövdesinin yan tarafını kırar.
B. daha sonra ağacı ikiye böler.
C. ahşabı hazırlıyor ve dilimliyor.
D. baltayla büyük bir tahta parçasını keser.",D,"D
Soru: Bir grup insan bir dağın tepesinde. Bir adam
Şıklar:
A. bir dağcı arkadaşına destek veriyor.
B. bir dağdan aşağı kayar.
C. bir dağın tepesinde duruyor ve etrafına bakıyor.
D. bir dağda bir kaya parçasını kaldırıyor.
Sadece yukarıdaki Şıklar arasından",False
"Bir adam bir evin içinde duruyor. O
Şıklar:
A. bir Noel ağacını süslerle süslüyor.
B. bisikleti çalıştırır ve takar.
C. kaykayını omzuna alıyor ve sokakta kaykay yapmaya başlıyor.
D. bir çiti düzeltmek için bıçak kullanır.",A,"D
Soru: Bir grup insan bir binanın önünde. O
Şıklar:
A. bir film izliyor.
B. bir konser veriyor.
C. bir göster",False
"Yiyecekleri bir blokta doğramaya başlıyor. Tüm malzemeleri kaseye alıp karıştırıyor. o
Şıklar:
A. kaseyi küçük bir buz fırınına koyar.
B. Peyniri yemeğin üzerine rendeleyin.
C. üçgenlere böler.
D. hepsini karıştırıp ocağa koyuyoruz.",B,"B
Soru: Bir adam bir şapka takıyor. Adam",False
"Bir adam ata biniyor ve bir buzağıya ip bağlıyor. O
Şıklar:
A. baldırı ayağa kaldırır ve bacaklarını arkaya bağlar.
B. buzağıyı deliğe çeker.
C. boynunun arkasına bir bıçak alıp bağlar.
D. attan atlar ve domuz buzağıyı bağlar.",D,"D
Soru: Bir adam bir kaya üzerinde duruyor. O
Şıklar:
A. kaya üzerinde bir tabak hazırlıyor.
B. kaya üzerinde bir kitap okuyor.
C. kaya üzerinde bir kuş yak",False
"At sırtında bir adam kapıdan çıkıyor. O
Şıklar:
A. bir buzağıya kement ve halat bağlar.
B. bir buzağıyı kementle bağlarken boynuna bir ip geçiriliyor.
C. onu bir direği çeken küçük bir çocuk takip ediyor.
D. büyük bir ipe bağlı bir ipe tutunur.",A,"B
Soru: Bir adam bir saksıdaki çiçekleri suluyor. O
Şıklar:
A. bir çiçek bahçesinde yürüyor.
B. bir çiçek satan",False
"Bir kadın spor salonunda topun üzerinde oturuyor. o
Şıklar:
A. parmağına yüzüğü takar, sonra oturur.
B. topun üzerinde birkaç mekik çekiyor.
C. pinatayı yukarı ve aşağı iterek ileri geri hareket eder.
D. spor salonunun zemininde yatıyor.",B,"D
Soru: Bir adam bir masada oturuyor ve bir bardak su içiyor. adam
Şıklar:
A. bir oyun oynarken bardağı düşürüyor.
B. bir kitap okurken bardağından bir yudum alıyor.
C. bir şöminenin yanındaki",False
"Bir adam kar kepçesine doğru yürüyor. Kameraman konuşurken adam çatıdaki karı kürekliyor. adam
Şıklar:
A. kar temizlemeyi bırakır.
B. bir kürekle karda oturmaya devam ediyor.
C. konuşmak için çatıya çıkıyor.
D. garaj yolunda duruyor ve biçiyor.",A,"C
Soru: Bir kişi bir dağın tepesine çıkıyor. Kişi
Şıklar:
A. dağın tepesine ulaştığında bir bayrak açıyor.
B. bir kaya üzerinde duruyor ve bir man",False
"Bir adam, partneriyle squash oynamak için top servis ediyor. Adamlar topu duvara vurdu. adam
Şıklar:
A. topa çekiçle servis yapar.
B. topu yere fırlatmak.
C. partneriyle oturur ve konuşur.
D. rakete çarparak kaybeder.",B,"B
Soru: Bir adam bir binanın merdivenlerinde oturuyor. adam
Şıklar:
A. bir kitap okuyor.
B. bir evcil hayvanı tutuyor.
C. bir fotoğraf çekiyor.",False
"Bir yüzme havuzunun üzerinde ışıklar yanıyor. bir adam
Şıklar:
A. havuzun yanındaki tramplende duruyor.
B. havuzda su kayağı yapmaktır.
C. havuzda raketle duruyor.
D. suda bir mumun yanında otururken görülüyor.",A,"B
Soru: Bir grup insan bir dairede. O
Şıklar:
A. bir masa oyunu oynuyor.
B. bir müzik enstrümanı çalıyor.
C.",False
"Bir adam mutfakta oturuyor. Elinde akordeon çalmaya başlar. kahverengi bir köpek
Şıklar:
A. yanındaki tezgahta oturuyor.
B. mutfakta frizbi kovalıyor.
C. gelir ve yanında durur.
D. arkasındaki tezgahta oturuyor.",C,"C
Soru: Bir adam bir binanın önünde duruyor. O
Şıklar:
A. binanın kapısını açıyor.",False
"Bir bayan yere oturuyor. Bayan davul benzeri bir enstrüman çalmaya başlıyor. Bayan
Şıklar:
A. hulahopu kullanır ve dansı bitirir.
B. davulu daha hızlı çalmaya başlar.
C. davul çubuklarını alıp çalmaya devam ediyor.
D. bacağına bir sopa vuruyor.",B,"D
Soru: Bir adam bir yelkenli teknede duruyor",False
"Bir adam bir odanın içinde nargile kullanıyor. O
Şıklar:
A. dönüyor ve bir duman sütunu üflüyor.
B. fazla dumanı gidermek için nargileyi iki kez sallar.
C. duman onu gazla dolduruyor, açık havalandırmadan üflüyor.
D. Konuşurken sigara içiyor.",A,"D
Soru: Bir adam bir binanın merdivenlerinde duruyor. O
Şıklar:
A. bir binanın zemin katında duruyor.
B. bir binanın tepesine doğru tırmanıyor.
C",False
"Bir kadın yatıyor ve yan tarafındaki dövmeyi gösteriyor. cerrahi maskeli bir adam
Şıklar:
A. dövme üzerinde çalışmaya devam ederken onu hazırlıyor.
B. yan tarafını düzeltir.
C. onu kamera için kaynak yapıyor.
D. onun üzerinde çalışıyor.",A,"A
Soru 14: Bir kadın bir şemsiyeyle yağmurda yürüyor. şemsiye
Şıklar:
A. suyun içine batıyor.",False
"Birkaç kar askeri pilotun peşinde. Pilot bir tahtaya biner ve aşağı iner. kar askerleri
Şıklar:
A. pilota ateş edin ve onu vurun.
B. onu dağdan aşağı kovalayın.
C. Kar hızı nedeniyle helikopterin düşmesini önleyin.
D. insanları araçtan itin.",B,"C
Soru 14: Bir grup insan bir dağın zirvesinde duruyor. Dağ
Şıklar:
A. bulutların arasında kayboluyor.
B. yamaçlardan kayıyor",False
"Bir bayan bir kase patlamış mısır getiriyor. insanlar
Şıklar:
A. Tribünlere oturun ve bayanın malzemeleri karıştırmasını izleyin.
B. Tribünlerde oturup maç izliyorlar.
C. bir yarış pistinde duruyorlar.
D. televizyonun karşısındaki kanepeye oturun.",D,"A
Soru: Bir adam bir evin çatısına tırmanıyor. O
Şıklar:
A. bir evi tamir ediyor.
B. bir evi boyuyor.
C. bir evin çat",False
"Bir kutudan kek karışımı oluşturulur. her şey
Şıklar:
A. plastik bir kaba konur ve kurutulur.
B. karıştırıldıktan sonra bir tavaya dökülür.
C. yapılır ve krediler gösterilir.
D. bir masaya konur ve durulanır.",B,"B
Soru: Bir kişi bir çeşmenin yanında duruyor. Çeşme
Şıklar:
A. bir su birikintisi içinde yüzmeye başlıyor.
B. bir köpeğe su",False
"Bir kişi bir bardağa su döker. bir kadın
Şıklar:
A. bebek pudrasını bir bardağa döküyor.
B. bir barda içki şişelerini gösteren konuşmalar.
C. bir damla sıvıyı yakalamak için bir çubuğu yakın tutar.
D. su hortumundan içecek.",B,"D
Soru: Bir kişi bir masaüstü bilgisayarın önünde oturuyor. Birinin
Şıklar:
A. bir sandalyede uyuyor.
B. bir televizyon iz",False
"Bir odada bir adam oturuyor. Yerdeki halıya çivi çakıyor. O
Şıklar:
A. bebeği sakinleştiriyor ve jöle yapıyor.
B. halıyı rulo yapıp yere seriyor.
C. yanına bir kondisyon bisikleti kurar.
D. parçaları birbirine bastırıp yere vuruyor.",D,"D
Soru: Bir grup insan bir tiyatroda oturuyor. Bir kişi
Şıklar:
A. bir piyano çalıyor ve etrafı alkışlıyor.
B. bir gösteri sırasında bir şapka takıyor.
C. bir ş",False
"Bir kedi masanın üzerinde durup seviliyor. Bir kişi
Şıklar:
A. kedinin patisini alır ve tırnaklarını kesmeye başlar.
B. kedinin pençelerini temizler.
C. kedinin üzerine ıslak bir palto koyar.
D. kediyi beyaz bir usturayla tıraş ediyor.",A,"B
Soru: Bir adam bir şemsiye altında duruyor",False
"Bir çocuk ayakkabısını parlattığı adama gülümsüyor. Adam çocuğa bakıyor. oğlan
Şıklar:
A. sonra koşmaya başlar ve bir bıçak alır.
B. oturup flütle flüt çalıyor.
C. ayakkabıyı kaldırır ve giyer.
D. adamın ayakkabılarını parlatıyor.",D,"D
Soru: Bir adam bir evin kapısını açıyor. Bir adam
Şıklar:
A. bir çöp kutusuna bakıyor.
B. bir evin içinde bir şey arıyor.
C. bir",False
"Su dağların önündedir. kaya tırmanıcısı
Şıklar:
A. sudan çıkıyor.
B. yüksek bir yere tırmanan kayanın etrafında yürür.
C. kaya tırmanma duvarına tırmanıyor.
D. bir uçurumun tepesinden aşağı iner.",D,"C
Soru: Bir kişi bir yüzen gemide duruyor. O
Şıklar:
A. bir yelkenli tekneyle yelken açıyor.
B. bir yüzen geminin yanında duruyor.
C. bir",False
"Şapkalı bir kadın ayakta duruyor ve konuşuyor. o
Şıklar:
A. bir tahta ve oje halkasını gösterir.
B. Maraton koşuyor ve ardından madalya alıyor.
C. saçlarıyla oynuyor ve konuşuyor.
D. Rubik küpünü çözmeye çalışırken ileri geri gider.",C,"C
Soru: Bir adam bir göletin yakınında duruyor. adam
Şıklar:
A. bir kaya üzerinde oturuyor ve bir",False
"Bir kişi tramplen üzerinde el duruşu yapıyor. Onlar
Şıklar:
A. Önündeki havuza atlamaya başlayın.
B. geri gitmek yerine ileri gidin.
C. altlarındaki yüzme havuzuna dalın.
D. bir süre dolaşın ve dönün ve takla atın.",C,"D
S",False
"Bir adam baltayla bir tahta parçasını kesmeye başlar. O
Şıklar:
A. eğilir ve büyük bir baltayı alır.
B. tekrar ağacın yanına gelir.
C. durur ve kestiği odunu işaret eder.
D. odunu geri alır ve bir yığının içine atar.",D,"A
Soru: Bir kişi bir sahilde duruyor. O
Şıklar:
A. bir kumdan heykel yapıyor.
B. bir kumdan heykel yapıyor",False
"Genç adam bacağını tıraş ediyor. Genç kız diğer gencin bacağını tıraş ediyor. genç adam
Şıklar:
A. kameraya konuştu ve bacağını tıraş etmeye devam etti.
B. dış ve iç tüplerini tıraş ediyor.
C. yatakta oturuyor.
D. bir durakta dolaşıyor.",A,"D
Soru: Bir kişi bir taburede oturuyor. Kişi
Şıklar:
A. bir masanın üzerinde oturuyor.
B. bir sandalyede oturuyor.
C. bir tabureye oturuyor.",False
"Bir adam ayakta saksafon çalıyor. bir grup
Şıklar:
A. arkasında oynuyor.
B. insanlar yürürken sokakta yürüyor.
C. onun önünde duruyor.
D. arka planda ve adam saksafonu ellerini pantolonuna sürten bir adama veriyor.",A,C (bir grup insan onun önünde duruyor),False
"Bir adam rubik küpü tutuyor. O
Şıklar:
A. kendi etrafında döndürmeye başlar.
B. Tahtanın arkasından başlayıp onu monte ediyoruz.
C. parçaları birleştirmeye başlar.
D. Kağıdı yere koyar ve kameraya gösterir.",A,"A
Soru: Bir grup insan bir sahilde oturuyor. O
Şıklar:
A. sahilde kumdan bir kale",False
"Bir çocuk banyosundaki kutudan eline tıraş kremi sıkıyor. oğlan
Şıklar:
A. tıraş kremini yüzüne sürüyor.
B. camı siliyor ve aynadaki diş fırçasına bakıyor.
C. sonra jiletini yüzüne sürüyor.
D. gömleğinin kuyruklarını ayırıyor.",A,"D
Soru: Bir grup insan bir konser salonunda. insanlar
Şıklar:
A. sahneye çıkıyor ve şarkı söylüyor.
B. bir grup dansçıya tezahürat yapıyor.
C. bir konserin başında sıraya giriyor.
D. bir binanın arka tarafında duruyor.
Sadece yukarıdaki Ş",False
"Gözlüklü bir kadın örgü örüyor. siyah tişörtlü bir kız
Şıklar:
A. o da sokakta örgü örüyor.
B. bir kit almaya uzanıyor ve yerdeki bir şeyi hareket ettiriyor.
C. alkışlıyor ve duvara çarpıyor.
D. oturup konuşuyor.",D,"B
Soru: Bir adam bir dağın zirvesinde duruyor. O
Şıklar:
A",False
"Bir adam okyanusun derinliklerine dalıyor. O
Şıklar:
A. büyük bir eğri etrafında döner.
B. küçük köpekbalıkları için dalıyor ve bir köpekbalığını ikiye bölüyor.
C. tüm gücünü toplar.
D. suyun içinden geçerken baloncukları solur.",D,"C
Soru: Bir grup insan bir kumsalda otur",False
"Bir kamera uzaktaki bir ormanı gösteriyor. Bir kişi
Şıklar:
A. ayakkabılarına su dökerek ormanda koşuyorlar.
B. kürekle karı kürekliyor.
C. yerde emin adımları var.
D. daha sonra bir arazi motosikletine binerken görülüyor.",D,"D
Soru: Bir kişi bir binanın önündeki kaldırımda yürüyor. Bir kişi
Ş",False
