ensemble_id,question,true_answer,predicted_answer,is_correct
1,"Bir kadın mutfakta duruyor. o
Şıklar:
A. tostun üzerine hardal sürüyor.
B. bir bardak limon ve su tutuyor.
C. Malzemeleri cam bir kaseye koyup karıştırıyoruz.
D. Malzemeleri kurabiye tepsisine döküyor.",C,"B
Soru 10: Bir kadın bir evin içinde oturuyor. O
Şıklar:
A. bir kalemle kağıda yazıyor.
B. bir kitap okuyor.
C",False
1,"Bir grup maç izlemek için toplanıyor. iki insan
Şıklar:
A. ayağa kalk ve bilek güreşi yap.
B. diz çök ve karate yap.
C. ringin içinde dövüş sanatlarıyla meşgul olun.
D. çerçeveye gir ve bir kibrit yak.",C,"B
Soru 10: Bir grup insan bir suyun kenarında oturuyor. Bir kadın
Şıklar:
A. bir kitap okuyor.
B. bir çocukla oynuyor.
C. bir tabak yemek hazırlıyor.
D. bir çiç",False
1,"İki adam yere diz çöküyor. Onlar
Şıklar:
A. diz pres makinesi kullanıyor.
B. bir adamın saçını kesiyorlar.
C. birlikte ağırlık kaldırmaya başlayın.
D. halı karolarını birlikte döşüyorlar.",D,"C
Soru 10: Bir adam bir direğe bağlı ipin ucunda takla atıyor. O
Şıklar:",False
1,"Bir adam kumda diz çöküyor. bir adam
Şıklar:
A. bir kürek alır ve bir kovayı kumla doldurmaya başlar.
B. mat üzerinde şınav çekiyor.
C. kamerayla konuşmaya başlıyor.
D. demirciyle kumu keser.",A,"D
Soru 10: Bir adam bir arabanın içinde. Bir adam
Şıklar:
A. bir müzik çalar açıyor.
B. bir kamerayla fotoğraf çekiyor.
C. arabanın kapısını",False
1,"İki adam langırt oynuyor. bir adam
Şıklar:
A. kart destesini temizliyor.
B. Kol oyununu tekrar tekrar salladıktan sonra yere düşüyor.
C. yerde break dansı yapıyor.
D. Önlerinde dururken hakemlik yapar.",D,"B
Soru 10: Bir adam bir arabanın camından dışarı bakıyor. Bir kadın
Şıklar:
A",False
1,"Bir grup yaşlı insan bir parkta buluşuyor. Onlar
Şıklar:
A. yerde seksek oynuyorlar.
B. birlikte konuşun ve yoga yapın.
C. konileri çıkarın ve yerleştirin.
D. Çarpışan arabalara binmeye başlayın.",B,"D
Soru: Bir grup insan bir plajda. Bir adam",False
1,"Bir adam dışarıda durup bira içiyor. İnsanlar etrafta durup onu izliyorlar. O
Şıklar:
A. bira bardağını masaya bırakır.
B. bir dükkanın önünde duruyor.
C. tuba çalmaya çalışır.
D. İnsanlar çatıdan izlerken birayı shot bardağında çeviriyor.",A,D (İnsanlar çatıdan izlerken birayı shot bardağında çeviriyor.),False
1,"Bir kişi yürüyüş yolunu kürekle gösteriyor. bir köpek
Şıklar:
A. bir çöplüğün yanında yürüyor.
B. yürüyüş yolunun ilk 5 metresini köpürtüyor.
C. kişiye doğru koşar.
D. kar yığınına atlıyor ve sahibi gelip yardım ediyor.",C,"A
Soru 10: Bir adam bir binanın önünde duruyor. Bir adam
Şıklar:
A. ona bir el sıkışması sunuyor.
B. binanın yanındaki bir şeye bakıyor",False
1,"Bir kadın tahtada gömleğini ütülüyor. o
Şıklar:
A. elini tahtaya koyuyor, gösteriyor ve ütülüyor.
B. ütülemeden önce gömleğe üfler.
C. ütüyü prize takar ve düğmeyi çevirir.
D. özür diler gibi görünür ve havluyla silmeye başlar.",C,"D
Soru: Bir adam bir binanın merdivenlerini tırmanıyor. O
Şıklar:
A. bir şey arıyor.
B. bir kedi yakalamaya çalışıyor.
C. bir resim çiz",False
1,"İnsanlar spor salonunda bisiklete biniyorlar. iki kadın
Şıklar:
A. Bisikletler ahşap namlulu bir sahada sıralanmıştır.
B. tulumlarla spor salonundayız.
C. arka tekerlekte vagon.
D. kondisyon bisikletleri üzerinde çalışıyorlar.",D,"A
Soru 11: Bir adam bir buz pateni pistinde. Arkasında",False
1,"Bir grup insan uçurumun dibinde. Onlar
Şıklar:
A. kanolarda oturuyorlar, telsizleriyle oynuyorlar.
B. kenarından aşağı atladığı görülüyor.
C. ekipmanlarını giyiyorlar.
D. hepsi maskeli balo kıyafetleri giymiş.",C,"C
Soru 10: Bir grup insan bir tiyatronun önünden geçiyor. O
Şıklar:
A. bir şapka takıyor.
B. bir tiyatro oyunu izliyor.
C. bir tiyatro",False
1,"Türkiye'den bir bayanın mavi pistte uzun atlama yaptığını görüyoruz. bir adam
Şıklar:
A. büyük gümüş bir pistte onu havada takip ediyor.
B. atlamasından sonra dönüyor.
C. pistin bir kenarında duruyor.
D. beyaz bayrak kaldırıyor ve kadın uzaklaşıyor.",D,"D
Soru 10: Bir grup insan bir konser salonunda. Bir kadın
Şıklar:
A. sahnede dans ediyor.
B. arkasında ot",False
1,"Bir kız gevşek halat üzerine tırmanıyor. kişi
Şıklar:
A. gevşek çizgiden suya atlar.
B. çizgiyi sıkın ve üstüne tırmanın.
C. rutini başlatmak için ayakta durma pozisyonuna sıçrar.
D. ipi mümkün olduğu kadar aşağıya indirir.",C,"D
Soru: Bir adam bir kameranın önünde duruyor. Bir kişi
Şıklar:
A. kamerayı bir kutuya koyuyor.
B. bir oyuncak arıyor.
C. bir fotoğraf çekiyor.",False
1,"Bir köpek küvetin içine konur. bir kız
Şıklar:
A. köpeği kurulayan beyaz bir havluyu işaret ediyor.
B. köpeğin ağzına su sıkmaya başladı.
C. adam köpeği yıkamaya, kazımaya ve durulamaya başlar.
D. bir bardaktan köpeğin üzerine su döküyor.",D,"B
Soru 10: Bir adam bir evin çatısına çıkıyor. Bir kadın
Şıklar:
A. ona bir şey veriyor.
B. bir şem",False
1,"Bir grup adam bir binadan dışarı koşuyor. çok büyük bir kalabalık
Şıklar:
A. dışarıda onları bekliyor.
B. performanslarını izliyor.
C. onların etkileşimini izlerken görülüyor.
D. onların hazırlanmalarını izliyor.",A,"C
Soru 10: Bir adam bir binanın yanına oturuyor. Yanında
Şıklar:
A. bir kadın bir kitap okuyor.
B. bir köpek uyuyor.
C. bir",False
1,"Bir grup çocuk açık hava etkinliğinde toplanıyor. Onlar
Şıklar:
A. kickball oyunu oynuyorlar.
B. Kalabalık caddede çarpışan arabalara binerken gösteriliyorlar.
C. toprak bir yoldan geçiliyor.
D. kamçılarıyla dans edin, dans edin ve çığlık atın.",A,"D
Soru 10: Bir adam bir yolun ortasında duruyor. Diğer adam
Şıklar:
A. ona doğru koşuyor.
B. bir bisikletle yanından geçiyor.
C.",False
1,"Bir kız lavaboya bir şey döküyor. o
Şıklar:
A. musluğu açar ve suyu emer.
B. duşu açıyor, yüzüne su çarpıyor.
C. yüzünü sprey şişesiyle tıraş ediyor.
D. uzaklaşıp ellerini havluya siliyor.",D,"C
Soru: Bir adam bir şeye bakıyor. O
Şıklar:
A. bir resmin içinde kaybolmuş.
B. bir aynaya bakıyor.
C. bir bilgisayarın ekranına bakıyor.
D. bir yansıma içinde kaybol",False
1,"Bir kadın lavabonun üzerinde ellerini yıkıyor. o
Şıklar:
A. ellerini lavaboda duruluyor.
B. lavaboya bir havlu atıp onu kırıyor.
C. ellerini kurulamak için peçete kullanıyor.
D. bir kutudan lastik bant alır.",A,"C
Soru 10: Bir kadın bir evin merdivenlerinde duruyor. O
Şıklar:
A. evi arıyor.
B. bir kut",False
1,"Birkaç kişi çimlerin üzerinde duruyor. Onlar
Şıklar:
A. vurmalı çalgılar tutuyorlar.
B. voleybol oyunu oynuyoruz.
C. hokey hareketleri yapın.
D. Çimlerde kıvırma oyunu oynayın.",A,"D
Soru 10: Bir grup insan bir masanın etrafında oturuyor. O
Şıklar:
A. bir oyun oynuyor.
B. bir restoranda yemek yerken.
C.",False
1,"Ekranın alt kısmında beyaz metin görülüyor. Longboard'daki adam ve tek sıra tekerlekli patendeki kız
Şıklar:
A. pistin sonuna kadar.
B. suya çıktı.
C. otoparkta yuvarlanın.
D. karlı yolda.",C,"C
Soru 10: Bir adam bir arabanın içinde. Bir kadın
Şıklar:
A. arabanın içinde uyuyor.
B. arabanın dışında",False
1,"Siyah borunun yanında yerde bir kadın oturuyor. o
Şıklar:
A. tüpün üstüne bir çubuk yakar.
B. ayağa kalkar ve boruyu bir aletle keser.
C. dolumu tanka ulaştığında durur ve sonuna kadar boruyu doldurmaya başlar.
D. tüpünü alıp suya dalıyor.",B,"D
Soru 10: Bir adam bir arabanın içinde oturuyor. O",False
1,"İki çocuk bir odada raketbol oynuyor. Parke zeminlerde kırmızı çizgiler var. Çocuklar
Şıklar:
A. raketleriyle numaralar yaparlar.
B. topu duvardan vur.
C. merdivenlerden yukarı çık.
D. Cebinden topu alın ve sırayla topa ateş edin.",B,"C
Soru 10: Bir adam bir binanın tepesine tırmanıyor. Bir kadın
Şıklar:
A.",False
1,"Bir yaz gününde bir nehir akıyor. bir adam
Şıklar:
A. elinde bir sopayla nehirde yürüyor.
B. bir tekne akıntıya karşı kürek çekiyor.
C. bir su altı ortamına bakarken hazır halde görülüyor.
D. nehirde sörf yapıyor.",B,"D
Soru 10: Bir adam bir bina girişinde. Bir kadın
Şıklar:
A. bir bisikleti tamir",False
1,"Bir adam spor salonunda siyah bir minderin üzerinde oturuyor. O
Şıklar:
A. vücudunu kendi etrafında döndürmeye başlar.
B. kolunu çıkarıp yere atıyor.
C. sırt üstü uzanır ve matın üzerinde mekik çeker.
D. kalkar ve dans etmeye başlar.",C,"A
Soru: Bir adam bir binanın önünde duruyor. O
Şıklar:
A. binanın kapısını açıp içeri giriyor",False
1,"Bir şef mutfakta duruyor. O
Şıklar:
A. her iki elinde de iki pirzola tutuyor.
B. tezgahın üzerinde bir şeyi döndürür ve hareket ettirir.
C. makarnayı büyük bir tencereye koyar.
D. unu eleyip bir tavada karıştırıyor.",C,"D
Soru 10: Bir adam bir binanın penceresinin önünde duruyor. O
Şıklar:
A. binanın kapısını açıp içeri giriyor.
B. binanın üst katına tırmanıyor.
C",False
1,"Bir kadının elleri bir şeyi sararken gösteriliyor. kadın
Şıklar:
A. kameraya konuşuyor.
B. küçük bir balkabağını ağdalıyor.
C. nesneyi şekillendirmeye başlar.
D. daha sonra saçı bir saç maşasına sararken görülüyor.",A,"D
Soru: Bir kadın bir çiçek çeşmesinin önünde duruyor. Önünde
Şıklar:
A. bir gölet var.
B. bir köpek yavrusu oynuyor",False
1,"Bir kadın bahçesindeki yaprakları topluyor. Omzuna siyah bir çanta takıyor. o
Şıklar:
A. bahçesini taramaya devam ediyor.
B. yaprakları çöp kutusuna döküyor.
C. başka bir yaprak torbası almak için çantaya uzanır.
D. çantayla caddede koşuyor.",A,"C
Soru 10: Bir adam bir arabayı sürüyor. Bir kadın
Şıklar:
A. araba camında otur",False
1,"Bir adam dışarıda, bahçede duruyor. Elinde büyük bir balta tutuyor. O
Şıklar:
A. ağacın gövdesinin yan tarafını kırar.
B. daha sonra ağacı ikiye böler.
C. ahşabı hazırlıyor ve dilimliyor.
D. baltayla büyük bir tahta parçasını keser.",D,"D
Soru 10: Bir adam bir spor salonunda duruyor. O
Şıklar:
A. bir koşu bandında koşuyor.
B. bir",False
1,"Bir adam bir evin içinde duruyor. O
Şıklar:
A. bir Noel ağacını süslerle süslüyor.
B. bisikleti çalıştırır ve takar.
C. kaykayını omzuna alıyor ve sokakta kaykay yapmaya başlıyor.
D. bir çiti düzeltmek için bıçak kullanır.",A,"A
Soru 10: Bir adam bir ağacın altında oturuyor. O
Şıklar:
A. bir kitap okuyor.
B. bir balon şişiriyor.
C. bir kuşu besliyor.
D. bir resim çiziyor.
Cevap",False
1,"Yiyecekleri bir blokta doğramaya başlıyor. Tüm malzemeleri kaseye alıp karıştırıyor. o
Şıklar:
A. kaseyi küçük bir buz fırınına koyar.
B. Peyniri yemeğin üzerine rendeleyin.
C. üçgenlere böler.
D. hepsini karıştırıp ocağa koyuyoruz.",B,"A
Soru: Bir adam bir binanın merdivenlerinde duruyor. Bir kadın
Şıklar:
A. yanından geçiyor.
B. bir kedi tutuyor.
C",False
1,"Bir adam ata biniyor ve bir buzağıya ip bağlıyor. O
Şıklar:
A. baldırı ayağa kaldırır ve bacaklarını arkaya bağlar.
B. buzağıyı deliğe çeker.
C. boynunun arkasına bir bıçak alıp bağlar.
D. attan atlar ve domuz buzağıyı bağlar.",D,"D
Soru: Bir grup insan bir plajda. Bir adam
Şıklar:
A. bir şemsiye",False
1,"At sırtında bir adam kapıdan çıkıyor. O
Şıklar:
A. bir buzağıya kement ve halat bağlar.
B. bir buzağıyı kementle bağlarken boynuna bir ip geçiriliyor.
C. onu bir direği çeken küçük bir çocuk takip ediyor.
D. büyük bir ipe bağlı bir ipe tutunur.",A,"D
Soru 10: Bir adam bir binanın merdivenlerinde. O
Şıklar:
A. merdivenlerden aşağıya",False
1,"Bir kadın spor salonunda topun üzerinde oturuyor. o
Şıklar:
A. parmağına yüzüğü takar, sonra oturur.
B. topun üzerinde birkaç mekik çekiyor.
C. pinatayı yukarı ve aşağı iterek ileri geri hareket eder.
D. spor salonunun zemininde yatıyor.",B,"D
Soru 10: Bir kadın bir çeşmenin önünde",False
1,"Bir adam kar kepçesine doğru yürüyor. Kameraman konuşurken adam çatıdaki karı kürekliyor. adam
Şıklar:
A. kar temizlemeyi bırakır.
B. bir kürekle karda oturmaya devam ediyor.
C. konuşmak için çatıya çıkıyor.
D. garaj yolunda duruyor ve biçiyor.",A,"B
Soru 10: Bir adam bir yolda yürüyor. Bir kadın
Şıklar:
A. bir evin kapısını açıyor.
B. bir çiçek tarlasında yür",False
1,"Bir adam, partneriyle squash oynamak için top servis ediyor. Adamlar topu duvara vurdu. adam
Şıklar:
A. topa çekiçle servis yapar.
B. topu yere fırlatmak.
C. partneriyle oturur ve konuşur.
D. rakete çarparak kaybeder.",B,"C
Soru: Bir adam bir binanın merdivenlerini tırmanıyor. Bir adam
Şıklar:
A. merdivenin altındaki odayı arıyor",False
1,"Bir yüzme havuzunun üzerinde ışıklar yanıyor. bir adam
Şıklar:
A. havuzun yanındaki tramplende duruyor.
B. havuzda su kayağı yapmaktır.
C. havuzda raketle duruyor.
D. suda bir mumun yanında otururken görülüyor.",A,"C
Soru 10: Bir adam bir ağacın altında uyuyor. Bir kadın
Şıklar:
A. ona bir çiçek veriyor.
B. onun yanında bir kitap okuyor.
C.",False
1,"Bir adam mutfakta oturuyor. Elinde akordeon çalmaya başlar. kahverengi bir köpek
Şıklar:
A. yanındaki tezgahta oturuyor.
B. mutfakta frizbi kovalıyor.
C. gelir ve yanında durur.
D. arkasındaki tezgahta oturuyor.",C,"C
Soru 10: Bir grup insan bir plajda. Bir adam
Şıklar:
A. bir şemsi",False
1,"Bir bayan yere oturuyor. Bayan davul benzeri bir enstrüman çalmaya başlıyor. Bayan
Şıklar:
A. hulahopu kullanır ve dansı bitirir.
B. davulu daha hızlı çalmaya başlar.
C. davul çubuklarını alıp çalmaya devam ediyor.
D. bacağına bir sopa vuruyor.",B,"D
Soru 10: Bir adam bir park",False
1,"Bir adam bir odanın içinde nargile kullanıyor. O
Şıklar:
A. dönüyor ve bir duman sütunu üflüyor.
B. fazla dumanı gidermek için nargileyi iki kez sallar.
C. duman onu gazla dolduruyor, açık havalandırmadan üflüyor.
D. Konuşurken sigara içiyor.",A,"D
Soru: Bir adam bir kumsalda kumdan bir şey yapıyor. O
Şıklar:
A. kumdan bir heykel yapıyor.
B. kumdan bir çöp yığını yapıyor.
C. kumdan bir duvar inşa ediyor.
D. kumdan bir çukur",False
1,"Bir kadın yatıyor ve yan tarafındaki dövmeyi gösteriyor. cerrahi maskeli bir adam
Şıklar:
A. dövme üzerinde çalışmaya devam ederken onu hazırlıyor.
B. yan tarafını düzeltir.
C. onu kamera için kaynak yapıyor.
D. onun üzerinde çalışıyor.",A,"A
Soru: Bir adam bir ağaca tırmanıyor. Bir kadın
Şıklar:
A. onu izliyor.
B. bir kuşu",False
1,"Birkaç kar askeri pilotun peşinde. Pilot bir tahtaya biner ve aşağı iner. kar askerleri
Şıklar:
A. pilota ateş edin ve onu vurun.
B. onu dağdan aşağı kovalayın.
C. Kar hızı nedeniyle helikopterin düşmesini önleyin.
D. insanları araçtan itin.",B,"A
Soru 10: Bir adam bir arabadan iniyor. Bir kadın
Şıklar:
A. ona bir gülümsemeyle bakıyor.",False
1,"Bir bayan bir kase patlamış mısır getiriyor. insanlar
Şıklar:
A. Tribünlere oturun ve bayanın malzemeleri karıştırmasını izleyin.
B. Tribünlerde oturup maç izliyorlar.
C. bir yarış pistinde duruyorlar.
D. televizyonun karşısındaki kanepeye oturun.",D,"D
Soru 10: Bir kadın bir dağın zirvesinde duruyor. Bir adam
Şıklar:
A. bir kuleye tırmanıyor.
B.",False
1,"Bir kutudan kek karışımı oluşturulur. her şey
Şıklar:
A. plastik bir kaba konur ve kurutulur.
B. karıştırıldıktan sonra bir tavaya dökülür.
C. yapılır ve krediler gösterilir.
D. bir masaya konur ve durulanır.",B,"D
Soru 10: Bir adam bir masada oturuyor. bir kadın
Şıklar:
A. masanın üzerinde duruyor.
B. adamın yanına oturuyor.
C. masanın altından çıkıyor.
D. adamın masasındaki bir şeye",False
1,"Bir kişi bir bardağa su döker. bir kadın
Şıklar:
A. bebek pudrasını bir bardağa döküyor.
B. bir barda içki şişelerini gösteren konuşmalar.
C. bir damla sıvıyı yakalamak için bir çubuğu yakın tutar.
D. su hortumundan içecek.",B,"B
Soru 10: Bir kişi bir kitap okuyor. Arka",False
1,"Bir odada bir adam oturuyor. Yerdeki halıya çivi çakıyor. O
Şıklar:
A. bebeği sakinleştiriyor ve jöle yapıyor.
B. halıyı rulo yapıp yere seriyor.
C. yanına bir kondisyon bisikleti kurar.
D. parçaları birbirine bastırıp yere vuruyor.",D,"D
Soru 10: Bir adam bir binanın penceresinden bakıyor. Diğer adam
Ş",False
1,"Bir kedi masanın üzerinde durup seviliyor. Bir kişi
Şıklar:
A. kedinin patisini alır ve tırnaklarını kesmeye başlar.
B. kedinin pençelerini temizler.
C. kedinin üzerine ıslak bir palto koyar.
D. kediyi beyaz bir usturayla tıraş ediyor.",A,"D
Soru 10: Bir adam bir şeye bakıyor. Bir kişi
Şıklar:
A. bir masanın üzerine bir şey koyuyor.
B. bir şeye uzanıyor.
C. bir şeye bakıyor",False
1,"Bir çocuk ayakkabısını parlattığı adama gülümsüyor. Adam çocuğa bakıyor. oğlan
Şıklar:
A. sonra koşmaya başlar ve bir bıçak alır.
B. oturup flütle flüt çalıyor.
C. ayakkabıyı kaldırır ve giyer.
D. adamın ayakkabılarını parlatıyor.",D,"B
Soru 10: Bir adam bir ağacın tepesine tırmanıyor. Bir kadın
Şıklar:
A. bir şemsiyeyi açıyor.
B.",False
1,"Su dağların önündedir. kaya tırmanıcısı
Şıklar:
A. sudan çıkıyor.
B. yüksek bir yere tırmanan kayanın etrafında yürür.
C. kaya tırmanma duvarına tırmanıyor.
D. bir uçurumun tepesinden aşağı iner.",D,"C
Soru: Bir adam bir direğin üzerinde. Bir kadın
Şıklar:
A. bir arabanın arka koltuğunda oturuyor.
B. bir evin penceresinden bakıyor.
C. bir direğe bağlı ipin",False
1,"Şapkalı bir kadın ayakta duruyor ve konuşuyor. o
Şıklar:
A. bir tahta ve oje halkasını gösterir.
B. Maraton koşuyor ve ardından madalya alıyor.
C. saçlarıyla oynuyor ve konuşuyor.
D. Rubik küpünü çözmeye çalışırken ileri geri gider.",C,"C
Soru: Bir kadın bir çiçek tarlasında duruyor. O
Şıklar:
A. bir evin kapısını açıyor.
B. bir şemsiye açıyor.
C. bir çiçek",False
1,"Bir kişi tramplen üzerinde el duruşu yapıyor. Onlar
Şıklar:
A. Önündeki havuza atlamaya başlayın.
B. geri gitmek yerine ileri gidin.
C. altlarındaki yüzme havuzuna dalın.
D. bir süre dolaşın ve dönün ve takla atın.",C,"C
Soru 10: Bir adam bir binanın merdivenlerinden aşağı düşüyor. Aşağıda
Şıklar:
A. bir çiçek tarlası var.
B. bir köpek onu kovalıyor.
C.",False
1,"Bir adam baltayla bir tahta parçasını kesmeye başlar. O
Şıklar:
A. eğilir ve büyük bir baltayı alır.
B. tekrar ağacın yanına gelir.
C. durur ve kestiği odunu işaret eder.
D. odunu geri alır ve bir yığının içine atar.",D,"C
Soru 10: Bir adam bir evin bahçesinde. Bir kadın
Şıklar:
A. bir çiçeği kok",False
1,"Genç adam bacağını tıraş ediyor. Genç kız diğer gencin bacağını tıraş ediyor. genç adam
Şıklar:
A. kameraya konuştu ve bacağını tıraş etmeye devam etti.
B. dış ve iç tüplerini tıraş ediyor.
C. yatakta oturuyor.
D. bir durakta dolaşıyor.",A,A,False
1,"Bir adam ayakta saksafon çalıyor. bir grup
Şıklar:
A. arkasında oynuyor.
B. insanlar yürürken sokakta yürüyor.
C. onun önünde duruyor.
D. arka planda ve adam saksafonu ellerini pantolonuna sürten bir adama veriyor.",A,"C
Soru: Bir adam bir evin kapısını açıyor. Bir kadın
Şıklar:
A. ona doğru koşuyor.
B. evin içinden bir şey fırlatıyor.
C. evin kapısını kapatıyor.
D",False
1,"Bir adam rubik küpü tutuyor. O
Şıklar:
A. kendi etrafında döndürmeye başlar.
B. Tahtanın arkasından başlayıp onu monte ediyoruz.
C. parçaları birleştirmeye başlar.
D. Kağıdı yere koyar ve kameraya gösterir.",A,"B
Soru 10: Bir adam bir kaya üzerinde duruyor. O
Şıklar:
A. bir kaya üzerinde yürüm",False
1,"Bir çocuk banyosundaki kutudan eline tıraş kremi sıkıyor. oğlan
Şıklar:
A. tıraş kremini yüzüne sürüyor.
B. camı siliyor ve aynadaki diş fırçasına bakıyor.
C. sonra jiletini yüzüne sürüyor.
D. gömleğinin kuyruklarını ayırıyor.",A,"A
Soru: Bir grup insan bir plajda. Bir kişi
Şıklar:
A. plaj topu oynamak için koşuyor.
B. bir köpeğe su sıçratıyor.
C. bir şem",False
1,"Gözlüklü bir kadın örgü örüyor. siyah tişörtlü bir kız
Şıklar:
A. o da sokakta örgü örüyor.
B. bir kit almaya uzanıyor ve yerdeki bir şeyi hareket ettiriyor.
C. alkışlıyor ve duvara çarpıyor.
D. oturup konuşuyor.",D,"B
Soru 10: Bir grup insan bir parkta oturuyor. Bir adam
Şıklar:
A. bir çiçeği kokluyor.
B. bir oyuncağı tutuyor.",False
1,"Bir adam okyanusun derinliklerine dalıyor. O
Şıklar:
A. büyük bir eğri etrafında döner.
B. küçük köpekbalıkları için dalıyor ve bir köpekbalığını ikiye bölüyor.
C. tüm gücünü toplar.
D. suyun içinden geçerken baloncukları solur.",D,"C
Soru 10: Bir kadın bir binanın içinde. O
Şıklar:
A. bir şapka takıyor.
B. bir pire yakıyor.
C. bir keman çalıyor.
D. bir kane",False
1,"Bir kamera uzaktaki bir ormanı gösteriyor. Bir kişi
Şıklar:
A. ayakkabılarına su dökerek ormanda koşuyorlar.
B. kürekle karı kürekliyor.
C. yerde emin adımları var.
D. daha sonra bir arazi motosikletine binerken görülüyor.",D,"B
Soru 9: Bir grup insan bir dağın tepesinde. Bir kişi
Şıklar:
A. bir kayanın üzerinde dengeyi koruyor.
B. bir ağaç dalına tırmanıyor.
C. bir zirvede fotoğraf çekiyor.
D. bir kayayı aşağı doğru itiyor.",False
