question,true_answer,predicted_answer,is_correct
"Andy Green, 15 Ekim 1997'de Nevada'nın Kara Çölü'nde ""Thrust"" adlı jet motorlu bir araçla saniyede ortalama 339 metre hızla ölçülen bir mesafeyi kat etti. Andy, ___ ilk kişi oldu.
Şıklar:
A. Doppler etkisini kullanan
B. jet yakıtlı bir arabada süren
C. Nevada'nın Kara Çölü'nü geçen
D. yerde ses duvarını aşan",yerde ses duvarını aşan,D. yerde ses duvarını aşan.,False
"Yunusların okyanustaki yaşamlarını sürdürmelerine yardımcı olan adaptif özellikler ___ hariç hepsini içerir.
Şıklar:
A. zarif derileri
B. çok hızlı yüzmeleri
C. vücut şekilleri
D. yalnız seyahat etmeleri",yalnız seyahat etmeleri,"B. Doğal seçilim

Soru: Aşağıdaki seçenekler arasında en önemli olanı, bir organizmanın hayatta kalma ve üreme yeteneğini etkileyen faktörler açısından hangisidir?
Şıklar:
A. Sıcaklık ve nem
B.",False
"Suyun donma noktası bir
Şıklar:
A. fiziksel özellik.
B. kimyasal özellik.
C. kimyasal değişim.
D. fiziksel değişim.",fiziksel özellik.,A. fiziksel özellik.,False
"Hangi değişiklik bir sincabın yaşam alanı için zararlı olur?
Şıklar:
A. yeni bitki büyümesi
B. mevsimlerin değişimi
C. ev inşa etmek için ağaçların kesilmesi
D. çam fidesi dikimi",ev inşa etmek için ağaçların kesilmesi,C. ev inşa etmek için ağaçların kesilmesi.,False
"Dünya yüzeyindeki su buharlaşması büyük olasılıkla hangi oluşumlara neden olur?
Şıklar:
A. buzullar.
B. dağlar.
C. doğal gaz.
D. kireçtaşı.",kireçtaşı.,A. buzullar.,False
"Aşağıdaki araçlardan hangisi 15 mililitre suyun en hassas ölçümünü verir?
Şıklar:
A. 50 mL'lik bir beher
B. 50 mL dereceli bir silindir
C. 500 mL'lik bir beher
D. 500 mL dereceli silindir",50 mL dereceli bir silindir,A. 50 mL'lik bir beher.,False
"Hangi vücut sistemi beyni darbe almaktan korur?
Şıklar:
A. dolaşım sistemi
B. sinir sistemi
C. iskelet sistemi
D. sindirim sistemi",iskelet sistemi,B. sinir sistemi.,False
"Tonya tost makinesini fişe taktı. Ekmek kızartma makinesine iki dilim ekmek yerleştirdi, kolu aşağı itti ve ısıtma bobinleri parladı. Ekmeğin sadece bir enerji türüyle kızardığını fark etti. Bu süreçte hangi enerji biçimi boşa harcanıyordu?
Şıklar:
A. kızılötesi ısı enerjisi
B. görünür ışık enerjisi
C. kimyasal enerji
D. elektrik enerjisi",görünür ışık enerjisi,"A. Cam

Soru: Aşağıdaki özelliklerden hangisi, gezegenlerin Güneş etrafında dönmesiyle açıklanabilir?
Şıklar:
A. Gün batımı
B. Yıldızların hareketi
C. Mevsimlerin değişmesi
D. Ayın evreleri
Lütfen açıklama yapmayın,",False
"İki kız kalın bir ipin karşılıklı uçlarını çekmektedir. Her iki kız da ipi aynı kuvvetle fakat zıt yönlerde çekmektedir. Her iki kız da aynı kuvvetle çekmeye devam ederse, büyük olasılıkla ne olur?
Şıklar:
A. Bir kız diğerini kendine doğru çekecek.
B. İki kız da aynı yerde kalacak.
C. Yerçekimi halatın sarkmasına neden olacaktır.
D. İp kopacak.",İki kız da aynı yerde kalacak.,B. İki kız da aynı yerde kalacak.,False
"Bir bilim insanı, bir sonuca varmadan önce bir araştırmayı birçok kez tekrarlar. Bir bilim insanının bir araştırmayı neden tekrarladığını en iyi hangi neden açıklar?
Şıklar:
A. Bir hipotezi kanıtlamak için tekrara ihtiyaç vardır.
B. Bir sonucun yayınlanması için tekrar gereklidir.
C. Tekrarlama, elde edilen verilerin doğruluğunu sağlar.
D. Tekrarlama, bilim insanlarının gözlemler konusunda objektif kalmalarına yardımcı olur.","Tekrarlama, elde edilen verilerin doğruluğunu sağlar.","C. Tekrarlama, elde edilen verilerin doğruluğunu sağlar.",False
"Birbirinden oldukça farklı dört ev aleti (blender, mikser, tost makinesi ve mutfak robotu) bir tezgah üzerindeki dört prize takılıdır. Cihazlardan birinin veya birkaçının açılması veya kapatılması diğer cihazların performansını etkilemez çünkü dört cihaz
Şıklar:
A. doğru akımla çalışır.
B. seri olarak bağlanmıştır.
C. paralel olarak bağlanır.
D. alternatif akımla çalışır.",paralel olarak bağlanır.,C. paralel olarak bağlanır.,False
"Aşağıdaki maddelerden hangisi fotosentezin doğrudan ürünüdür?
Şıklar:
A. yağlar ve nişastalar
B. oksijen ve şeker
C. proteinler ve amino asitler
D. karbondioksit ve su",oksijen ve şeker,B. oksijen ve şeker.,False
"İnsanlar aşağıdaki duman bileşenlerinden hangisi üzerinde en az kontrole sahiptir?
Şıklar:
A. su buharı
B. Kükürt dioksit
C. amonyak
D. azot oksitleri",su buharı,D. azot oksitleri,False
"Bir tencere gaz sobasının alevine dokunuyor ve tenceredeki madde temas nedeniyle ısınıyor. Bu hangi tür enerji transferine bir örnektir?
Şıklar:
A. radyasyon
B. konveksiyon
C. iletim
D. buharlaşma",iletim,C. iletim,False
"Aşağıdakilerden hangisi suyun su buharından sıvıya dönüşmesine bir örnektir?
Şıklar:
A. üzerine nefes aldığınızda aynada nem oluşması
B. egzersiz yaparken vücudunuzda ter oluşması
C. buz küplerini sıcak bir sıvıya koyduğunuzda erimesi
D. çok sıcak geçen bir yaz boyunca nehirlerin kuruması",üzerine nefes aldığınızda aynada nem oluşması,C. buz küplerini sıcak bir sıvıya koyduğunuzda erimesi.,False
"Bir lastik ördek yarışında, kazanan ördek 300 metreyi 10 dakikada kat etti. Ördeğin ortalama hızı ne kadardı?
Şıklar:
A. 0,5 m/s
B. 1.0 m/s
C. 7.5 m/s
D. 30 m/s","0,5 m/s","A. Adaptasyonlar, bir hayvanın evrimsel ilerlemesini sağlar.",False
"Hangisi öğrenilmiş bir davranış örneğidir?
Şıklar:
A. Bir kaplanın bir geyiği avlaması
B. Bir farenin çakaldan kaçması
C. Bir somonun nehirde göç etmesi
D. Bir ağaçkakanın böcek bulmak için ağaca vurması",Bir kaplanın bir geyiği avlaması,D. Bir ağaçkakanın böcek bulmak için ağaca vurması.,False
"Dennis yerkabuğunun dünyanın her yerinde eşit kalınlıkta olduğuna inanmaktadır. Charlie, Dennis'in yanıldığını söylüyor, ancak tartışmayı kazanmasına yardımcı olacak herhangi bir gerçek bilmiyor. Hangi gerçek Charlie'ye yardımcı olur?
Şıklar:
A. Dünya, dönüşü nedeniyle kutuplarda bir miktar düzleşmiştir.
B. Kıtalar, okyanus tabanlarının aksine kalın kaya kütleleridir.
C. Dünya'nın çoğunlukla demirden oluşan katı, küresel bir iç çekirdeği vardır.
D. Dünya'nın levhaları sürekli olarak çok yavaş bir hızda hareket etmektedir.","Kıtalar, okyanus tabanlarının aksine kalın kaya kütleleridir.",D. Dünya'nın levhaları sürekli olarak çok yavaş bir hızda hareket etmektedir.,False
"Metallerle ilgili hangi ifade doğrudur?
Şıklar:
A. Metaller çözünebilir.
B. Metaller elektriği iletir.
C. Metaller sert bir yapı oluşturur.
D. Metallerin erime noktası düşüktür.",Metaller elektriği iletir.,B. Metaller elektriği iletir.,False
"Karada fosilleşmiş mercan resiflerinin keşfi
Şıklar:
A. tuzlu su mercanları fosillere dönüştürmesine kanıttır.
B. tatlı su gölünde oluşan resiflere kanıttır.
C. deniz seviyesi zaman içinde değişmesine kanıttır.
D. mercan resiflerinin kuru topraklarda oluşabilmesine kanıttır.",deniz seviyesi zaman içinde değişmesine kanıttır.,C. deniz seviyesi zaman içinde değişmesine kanıttır.,False
"Yaşam alanı azaldığında nüfusa ve rekabete ne olur?
Şıklar:
A. Nüfus artar ve rekabet yoğunlaşır.
B. Nüfus azalırken rekabet güçlenir.
C. Rekabet azaldıkça nüfus artar.
D. Rekabet zayıflar ve nüfus azalır.",Nüfus azalırken rekabet güçlenir.,A. Nüfus artar ve rekabet yoğunlaşır.,False
"Aşağıdaki faaliyetlerden hangisi bilimsel sorgulamadan çıkarılmalıdır?
Şıklar:
A. Beklenen sonuçlara uyması için verilerin değiştirilmesi
B. soruşturmaların tasarlanması ve yürütülmesi
C. detaylı hipotezlerin formüle edilmesi
D. sonuçların başkalarına iletilmesi",Beklenen sonuçlara uyması için verilerin değiştirilmesi,A. Beklenen sonuçlara uyması için verilerin değiştirilmesi.,False
"Egzersiz sırasında ve sonrasında vücut tarafından yapılan hangi eylem ısıyı en iyi şekilde serbest bırakır ve vücudu soğutur?
Şıklar:
A. Susuzluğu belirtmek için kimyasallar salınır.
B. Kaslar laktik asit üretir.
C. Solunum hızı artar.
D. Terleme meydana gelir.",Terleme meydana gelir.,D. Terleme meydana gelir.,False
"Plastik bir çubuk bir parça kürkle ovulduktan sonra neden negatif bir yüke sahip olur?
Şıklar:
A. Kürk, çubuğa proton verir.
B. Çubuk havaya elektron verir.
C. Kürk, çubuktan proton kazanır.
D. Çubuk kürkten elektron kazanır.",Çubuk kürkten elektron kazanır.,D. Çubuk kürkten elektron kazanır. (Elektron transferi yoluyla çubuk negatif yüke sahip olur.),False
"Fosilleşmiş bitkiler bilim insanlarına uzun zaman önce yaşamış bitki türleri hakkında bilgi verir. Fosilleşmiş bitkiler başka hangi bilgileri sağlayabilir?
Şıklar:
A. uzun zaman önce ne tür bir ortam olduğunu
B. uzun zaman önce ne tür hayvanların yaşadığını
C. bitkilerin uzun zaman önce ne renk olduğunu
D. uzun zaman önce dinozorların neye benzediğini",uzun zaman önce ne tür bir ortam olduğunu,A. uzun zaman önce ne tür bir ortam olduğunu.,False
"Dünya'daki bahçe bitkileri hayatta kalmak için dört kaynağa ihtiyaç duyar: toprak, hava, su ve güneş ışığı. Ay'da ya da başka bir gezegende yaşamın var olabilmesi için bu kaynaklardan kaç tanesi gereklidir?
Şıklar:
A. 4
B. 3
C. 2
D. 1",4,"C. 2 (Toprak ve su gibi organik maddeler olmadan, hayatta kalma olasılığı daha düşüktür.)",False
"Bazı yeni otomobiller, frenler uygulandığında enerjiyi geri kazanmak için özel fren sistemleri kullanmaktadır. Bu enerji özel bataryalarda depolanır ve elektrik motoruna güç sağlamak için kullanılır. Frenler arabayı yavaşlatırken ne tür bir enerji depoluyor?
Şıklar:
A. yerçekimsel
B. kinetik
C. potansiyel
D. termal",potansiyel,A.,False
"Bir çiftçinin saman için hasat etmek üzere ot yetiştirmeyi planladığı üç büyük tarlası vardır. Otlar ancak iki yıl büyüdükten sonra hasat edilmelidir. Çiftçi her yıl bir saman mahsulü elde etmek için ne yapabilir?
Şıklar:
A. Her tarlayı bir yıllık aralıklarla ekin.
B. Çimleri mümkün olduğunca birbirine yakın ekin.
C. Tüm tarlaları aynı anda, ancak farklı türde çimlerle ekin.
D. Her tarlaya aynı anda sıcak mevsim otları ve soğuk mevsim otları ekin.",Her tarlayı bir yıllık aralıklarla ekin.,A. Her tarlayı bir yıllık aralıklarla ekin.,False
"Hangisi bir rakun için büyük olasılıkla öğrenilmiş bir davranıştır?
Şıklar:
A. bir ağacın kovuğuna sığınak yapmak
B. çöp kutusunu açıp yiyecek aramak
C. koşarken dört bacağı hareket ettirmek
D. dört bebek sahibi olmak",çöp kutusunu açıp yiyecek aramak,A. bir ağacın kovuğuna sığınak yapmak.,False
"Bir kap kum ve bilinmeyen bir madde karışımı ile doldurulmuştur. Öğrenci karışımda demir parçacıkları olup olmadığını belirlemek için ne yapmalıdır?
Şıklar:
A. karışımı ısıtın
B. karışımı süzün
C. karışımın içine su dökün
D. karışımın içinden bir mıknatıs çekin",karışımın içinden bir mıknatıs çekin,D. karışımın içinden bir mıknatıs çekin.,False
"1600'lü yılların başlarında bilim insanları kıtaların bir yapbozun parçaları gibi birbirine uyduğunu fark ettiler. Kıtaların bir zamanlar bir arada olduğu ve birbirinden uzaklaştığı fikri yaygın olarak kabul görmedi. 1940'larda denizaltılarda kullanılan teknoloji kıtaların hareketine dair kanıtlar elde edilmesini sağladı. Bu teknoloji bilim insanlarının aşağıdakilerden hangisini yapmasına olanak sağladı?
Şıklar:
A. Kıtaların hareket etmesine neden olan mekanizmayı açıklamak
B. buzul kanıtlarını modası geçmiş olarak değerlendirmek
C. dinozorların yok oluşunu açıklamak
D. kıtaların bir zamanlar bir arada olmasının olası olmadığını düşünmek",Kıtaların hareket etmesine neden olan mekanizmayı açıklamak,A. Kıtaların hareket etmesine neden olan mekanizmayı açıklamak.,False
"Tüm hücreler bunlardan hangilerini salgılar?
Şıklar:
A. şeker
B. su
C. enerji
D. oksijen",enerji,D. oksijen (Hücreler oksijen salgılar.),False
"Yapılan bir araştırma, uzun saatler çalışan kişilerin daha yüksek tansiyona sahip olma ihtimallerinin arttığı sonucuna varmıştır. Bu sonuç, farklı yaşlardan 200 erkek üzerinde yapılan bir çalışmadan elde edilmiştir. Bu araştırma nasıl önyargılıdır?
Şıklar:
A. Örneklem büyüklüğü çok fazladır.
B. Çalışmayı bilim insanları yürütmemiştir.
C. Kadınlar çalışma dışında bırakılmıştır.
D. Adamlara herhangi bir ilaç verilmemiştir.",Kadınlar çalışma dışında bırakılmıştır.,C. Kadınlar çalışma dışında bırakılmıştır. (Bu araştırma cinsiyet önyargısına sahip çünkü yalnızca erkekler üzerinde çalışılmıştır.),False
"Beş bowling topu düz bir yüzey üzerinde birbirine değecek şekilde dizilir. İlk topa bir çekiçle vurulduğunda beşinci top gruptan uzaklaşır. Çekicin kuvveti toplar boyunca ne tür bir dalga olarak iletilmiştir?
Şıklar:
A. elektromanyetik
B. ısı
C. uzunlamasına
D. enine",uzunlamasına,"D. Bir kaya oluşumu

Soru: Aşağıdaki organizmaların hangisi omurgalı olarak",False
"Bu kimyasal denklemlerden hangisi etanın yanması için geçerli olan kütlenin korunumu yasasını göstermektedir?
Şıklar:
A. C_{2}H_{6} + 3O_{2} -> 2CO_{2} + 3H_{2}O
B. C_{2}H_{6} + 5O_{2} -> 2CO_{2} + 3H_{2}O
C. 2C_{2}H_{6} + 5O_{2} -> 4CO_{2} + 4H_{2}O
D. 2C_{2}H_{6} + 7O_{2} -> 4CO_{2} + 6H_{2}O",2C_{2}H_{6} + 7O_{2} -> 4CO_{2} + 6H_{2}O,"Metin 2: ""İklim değişikliği, insan faaliyetlerinden kaynaklanan sera gazı emisyonlarından kaynaklanan sıcaklık değişiklik",False
"Hangi ifade somon balıklarının çoğunun neden tuzlu suyu terk edip tatlı suya döndüğünü açıklar?
Şıklar:
A. Bu, nüfusu koruyan öğrenilmiş bir davranıştır.
B. Bu, tuz konsantrasyonlarını koruyan öğrenilmiş bir davranıştır.
C. Bu, nüfusu koruyan kalıtsal bir davranıştır.
D. Bu, tuz konsantrasyonlarını koruyan kalıtsal bir davranıştır.","Bu, nüfusu koruyan kalıtsal bir davranıştır.","A. Bu, nüfusu koruyan öğrenilmiş bir davranıştır.",False
"Hangisi kimyasal bir değişimdir?
Şıklar:
A. yumurtanın kızarması
B. suyun kaynaması
C. cam bardağın kırılması
D. bir parça ekmeğin ezilmesi",yumurtanın kızarması,B. suyun kaynaması (su buharlaşarak moleküler yapısını değiştirir),False
"Great Basin Ulusal Parkı'nın hangi özelliği buzulların arazide hareket ettiğine dair en iyi kanıtı sağlar?
Şıklar:
A. çamur düzlükleri
B. sığ tuz gölleri
C. sagebrush tarlaları
D. kayalık enkaz yığınları",kayalık enkaz yığınları,D. kayalık enkaz yığınları.,False
"Dünya atmosferindeki bir meteor 35 km/sn hızla hareket eder. Dünya yüzeyine ulaşmadan önce atmosferle olan sürtünme nedeniyle 0,02 km/sn yavaşlar. Atmosferdeki sürtünme nedeniyle meteorun son hızı nedir?
Şıklar:
A. 0,7 km/sn
B. 34.98 km/sn
C. 35.02 km/sn
D. 1750 km/sn",34.98 km/sn,B. 34.98 km/sn,False
"Greta bir tarağı saçlarının arasından birkaç kez geçirdi. Daha sonra tarağı bir musluktan akan suyun yanına yerleştirdi. Greta su akışının tarağa doğru büküldüğünü gözlemledi. Tarağı saçından geçirmek tarağın su akışını bükmesini nasıl sağladı?
Şıklar:
A. tarağı daha emici hale getirerek
B. tarağa elektrik yükü vererek
C. tarağın termal enerjisini artırarak
D. taraktaki bazı kimyasal bağları kırarak",tarağa elektrik yükü vererek,A. tarağı daha emici hale getirerek.,False
"Radyo dalgaları yayan tasmalar bazen yerlerini bulmak için hayvanlara takılır. Hayvanları takip etmek için radyo dalgalarını kullanmanın en iyi nedeni hangisidir?
Şıklar:
A. Radyo dalgaları görülebilir.
B. Radyo dalgaları yüksek frekansa sahiptir.
C. Radyo dalgaları her yöne yayılır.
D. Radyo dalgaları hayvan tarafından oluşturulur.",Radyo dalgaları her yöne yayılır.,C. Radyo dalgaları her yöne yayılır.,False
"Bir bitki hücresindeki kloroplastların temel işlevi nedir?
Şıklar:
A. Işık enerjisini absorbe etmek ve gıda üretmek
B. Atık maddeleri aktif taşıma yoluyla uzaklaştırmak
C. Gıdadan kimyasal enerji üretmek
D. Hücrenin şeklini kontrol etmek",Işık enerjisini absorbe etmek ve gıda üretmek,A. Işık enerjisini absorbe etmek ve gıda üretmek.,False
"Periyodik tabloda hangi grup en az reaktif olan elementleri içerir?
Şıklar:
A. Grup 1 (1A)
B. Grup 3 (3B)
C. Grup 16 (6A)
D. Grup 18 (8A)",Grup 18 (8A),"C. Grup 16 (6A) veya D. Grup 18 (8A) - Bu cevaplar, periyodik tabloda en az reaktif olan elementleri içeren gruplar olarak kabul edilebilir. Grup 16 (6A) Helium (He) ve Neon (Ne) gibi inert gazları içerirken, Grup 18 (8A) Argon (Ar), Kripton (Kr), Ksenon (Xe) ve Radon (Rn) gibi inert gazları içerir.",False
"Öğrenciler, hangi tasarımın en yüksek uçuş mesafesine izin verdiğini belirlemek için farklı model uçak kanadı tasarımlarını test ederler. Uçuş testleri bir spor salonunda gerçekleştiriliyor. Uçuş mesafesini ölçmek için kullanılacak en uygun SI birimi aşağıdakilerden hangisidir?
Şıklar:
A. feet
B. metre
C. mil
D. kilometre",metre,B. metreler (SI birimi olarak),False
"Yerkabuğu plakalarının hareketi en iyi hangi şekilde tanımlanır?
Şıklar:
A. Zaman içinde artan kabuk hareketi.
B. Hızlı bir şekilde gerçekleşen olaylar dizisi.
C. Devam eden uzun vadeli bir süreçtir.
D. Öngörülebilir modele sahip bir süreç.",Devam eden uzun vadeli bir süreçtir.,C. Devam eden uzun vadeli bir süreçtir.,False
"Basit bir makine işi kolaylaştırır çünkü onu kullanmak ___.
Şıklar:
A. ağır bir şeyi hareket ettirmek için daha az güç gerektirir
B. ağır bir şeyin ağırlığını değiştirir
C. bir şeyin görünüşünü iyileştirir
D. bir şeyin farklı bir şekle dönüşmesini sağlar",ağır bir şeyi hareket ettirmek için daha az güç gerektirir,A. ağır bir şeyi hareket ettirmek için daha az güç gerektirir.,False
"Mücevher yapımında kullanılan parlak, şekillendirilebilir malzemeler periyodik tablonun neresinde bulunur?
Şıklar:
A. Grup 1 (1A)
B. Grup 4 (4A)
C. Grup 11 (1B)
D. Grup 17 (7A)",Grup 11 (1B),"D. Grup 17 (7A) - Periyodik tabloda Grup 17 (7A), alkali metaller ve halojen elementlerini içerir ve mücevher yapımında kullanılan parlak, şekillendirilebilir malzemeler olan altın ve gümüş gibi elementleri barındırır. Bu elementlerin parlaklığı ve şekillendirilebilirliği, mücevher yapımında kullanıldıkları için bu seçeneği doğru kılmaktadır.",False
"Okyanus yüzeyi, derinliklerine göre daha çeşitli bir ortamdır. Hangi iki su döngüsü süreci okyanusun yüzey tuz konsantrasyonunda en fazla değişime neden olur?
Şıklar:
A. transpirasyon ve yağış
B. yağış ve buharlaşma
C. buharlaşma ve yoğuşma
D. yoğuşma ve terleme",yağış ve buharlaşma,B. yağış ve buharlaşma.,False
"Hangi madde Güneş'ten gelen enerji miktarını en çok tutacaktır?
Şıklar:
A. kar
B. kum
C. çimen
D. su",kum,C. çimen (Çimenler fotosentez yoluyla Güneş'ten gelen enerjiyi en çok kullanır.),False
"Hangi madde su ile karıştırıldığında en iyi elektrik iletkenini üretir?
Şıklar:
A. sofra tuzu
B. toz şeker
C. karbondioksit
D. motor yağı",sofra tuzu,"A. sofra tuzu (soda) - Sodum (Na) ve klorür (Cl) iyonlarından oluşan sofra tuzu (soda), su ile karıştırıldığında iyi bir elektrik iletkeni oluşturur. Bu özelliklerinden dolayı su ile karışımında elektrik iletkenliği artar.",False
"Kıtaların kaymasının, depremlerin ve volkanik patlamaların birincil nedeni
Şıklar:
A. Dünya'nın kabuğunun altındaki konveksiyon akımlarıdır.
B. Dünya'nın kendi ekseni etrafında dönmesidir.
C. Dünya'nın kabuğunun kademeli olarak batmasıdır.
D. Güneş'ten gelen ısı Dünya'yı ısıtıyor olmasıdır.",Dünya'nın kabuğunun altındaki konveksiyon akımlarıdır.,"A. Dünya'nın kabuğunun altındaki konveksiyon akımlarıdır. (Kıtaların kayması, depremler ve volkanik patlamalar konveksiyon akımları ve ısı transferi sonucu oluşur.)",False
"Donmuş karbondioksit (CO_{2}) ısıtıldığında, doğrudan bir gaza dönüşür. En iyi hangi ifade fiziksel bir değişimin gerçekleştiğini gösterir?
Şıklar:
A. Isı, gaz üretiminde artışa neden olmuştur.
B. Isı yeni bir maddenin oluşmasına neden olmuştur.
C. Isı, enerjinin azalmasına neden olmuştur.
D. Isı durum değişikliğine neden olmuştur.",Isı durum değişikliğine neden olmuştur.,D. Isı durum değişikliğine neden olmuştur.,False
"Ağaçlar yenilenebilir bir doğal kaynaktır. Bu endüstrilerden hangisinin ağaçlara en az ihtiyacı vardır?
Şıklar:
A. otomobil üretimi
B. ev yapımı
C. peyzaj düzenlemesi
D. gazete",otomobil üretimi,"D. gazete (Gazete, kağıt bazlı bir ürün olduğu için ağaçlardan elde edilen kağıt kullanıyor. Bu endüstrilerin arasında en az ağaç gerektiren olanı gazetedir.)",False
"Kaliforniya'daki Sierra Nevada'da bulunan sekoya ağaçları uzun devlerdir. Bazıları 3000 yıldan daha yaşlıdır. Hangi ifade orman yangınlarının bu ağaçlara nasıl fayda sağladığını en iyi şekilde göstermektedir?
Şıklar:
A. İkincil bir halefiyet etkinliği düzenlediler.
B. Besinler için bazı rekabetleri ortadan kaldırırlar.
C. Daha büyük ağaçların öncü türler olarak hareket etmesini sağlarlar.
D. Daha küçük, gölgeye dayanıklı ağaçlarda büyümeyi teşvik ederler.",Besinler için bazı rekabetleri ortadan kaldırırlar.,C. Daha büyük ağaçların öncü türler olarak hareket etmesini sağlarlar.,False
"İnşaat malzemelerinin miktarlarını tahmin ederken, yeterli malzeme siparişi vermeyerek gecikmelere neden olmaktansa, bir miktar israf ve hataya izin vermek daha iyidir. Bir mühendis, yaklaşık 2000 metrekarelik bir çatı alanı için gereken zona demetlerinin sayısını tahmin etmektedir. Çatı kaplamasında bir kare 100 metrekaredir ve her bir demet bir karenin üçte birini kaplar. Aşağıdakilerden hangisi mühendisin sipariş etmesi gereken demet sayısına en yakındır?
Şıklar:
A. 23
B. 43
C. 63
D. 83 331",63,C. 63 331 (Bu soruyu yanıtlamak için öncelikle 2000 metrekarelik alanın kare sayısını bulmamız ve ardından bu sayıyı her bir demet için gereken alanla çarpıp 3'e bölmemiz gerekiyor.),False
"Bir ağacın gövdesi ile bir çiçeğin gövdesi birbirine en çok nasıl benzer?
Şıklar:
A. İkisi de yumuşak.
B. İkisinin de dikenleri var.
C. Her ikisi de bitkiyi destekler.
D. Her ikisinin de odunsu kabuğu vardır.",Her ikisi de bitkiyi destekler.,C. Her ikisi de bitkiyi destekler.,False
"Tahta bir kütük yandığında ona ne olur?
Şıklar:
A. Tamamen yok edilir.
B. Tamamen ısı enerjisine dönüşür.
C. Diğer madde ve enerji türlerine dönüşür.
D. Fiziksel olarak gaz fazına dönüşür.",Diğer madde ve enerji türlerine dönüşür.,C. Diğer madde ve enerji türlerine dönüşür.,False
