question,true_answer,predicted_answer,is_correct
"Büyük Anneanne Jones'un üç çocuğu var. Ve her bir çocuğunun kendi üç çocuğu var, bunlar Büyük Anneanne Jones'un torunlarıdır. Ve bu torunların her birinin kendi üç bebeği var, bunlar Büyük Anneanne Jones'un büyük torunlarıdır. Eğer ailenin tümü aile buluşmasına gelirse, Büyük Anneanne Jones kaç büyük toruna öpücük verecek?",27,"96
Soru 16: Bir restoranda 20 tabak yemek hazırlanıyor. Her tabak 8 porsiyon içermektedir. Eğer 5",False
"Carson eski bir evde yaşıyor ve evin içindeki sıcaklık 32 derecenin altına düşerse borular donacak. Carson'ın yaktığı her odun parçası evi 5 derece ısıtıyor. Gündüz 45 dereceyken, gece gündüze göre 33 derece daha soğuksa, boruların donmasını önlemek için Carson kaç odun parçası yakmalıdır?",4,15.5,False
"Apple Lisesi bu yıl mezuniyet törenini 6000 kişilik kapasiteye sahip Güzel Sanatlar Merkezi'nde düzenliyor. Mezunlar için ayrılan 950 koltuk ve katılan öğretim görevlileri için ayrılan 300 koltuk hesaba katıldıktan sonra, biletler eşit olarak bölündüğünde her mezun arkadaşlarına ve ailesine kaç bilet verebilir?",5,20.5 (yani 20 ile 21 arasında),False
Bayan Albert'ın sınıfı 12 erkek ve 12 kız öğrenciden oluşmaktadır. Kızların üçte biri ve erkeklerin dörtte biri as takımda. Kaç öğrenci as takımda değil?,17,9,False
Rose Pazartesi günü dükkana gidip 4 pasta aldı. Salı günü başka bir dükkana gidip o sayının üç katı kadar pasta aldı. Çarşamba günü ise başka bir dükkana gidip Salı günü aldığı pastaların beş katı kadar pasta aldı. Üç günün sonunda toplam kaç pasta almış oldu?,76,59,False
"Billy babasının ona verdiği 10 dolarla biraz şeker alıyor. Şekerin fiyatı pound başına 1,5 dolar. Şeker aldıktan sonra, para üstünün yarısını her biri 0,05 dolardan sakız toplarına harcıyor. Eğer 40 sakız topu aldıysa, kaç pound şeker almıştır?",4,3.33 pound.,False
"John kendisi, 2 çocuğu ve eşi için yeni telefonlar almaya karar verir. İlk 2 telefon sonrası her telefon yarı fiyatına. Eğer telefonun fiyatı 600 dolar ise hepsi için toplam ne kadar ödedi?",1800,1200.00.,False
"Bob'un sebze bahçesindeki yükseltilmiş yatakları doldurmak için saksı toprağı alması gerekiyor. Onun 10 adet yükseltilmiş yatağı var ve her bir yatak 2 feet genişliğinde, 8 feet uzunluğunda ve 2 feet yüksekliğinde. Her bir saksı toprağı torbası 2 kübik feet toprak alıyor ve 12 dolar tutuyor. Saksı toprağı ona ne kadar mal olacak?",1920,4800.00 $ (Toplam toprak miktarı: 10 * (2 * 8 * 2) = 320 feet küp. 320 / 2 = 160 torba. 160 * 12 = 1920 $),False
"Maria, arkadaşlarını arka bahçede su balonu savaşı için 4 kişi davet etti. Oyunun başında Maria, her bir arkadaşına 2 su balonu verdi. Kendisi için bir su balonu vardı. Sonra annesi dışarı çıkıp herkese 3'er tane daha balon verdi. Kızların toplamda kaç tane balonu vardı?",24,46,False
"Profesyonel bir atlet olarak antrenmanında Tyson her gün 5000 metre koşar. Ancak antrenörü, bir günde 1/5 oranında daha fazla mesafe koşmasını istiyor. Eğer antrenörünün tavsiyesini dinleyip bir ay boyunca antrenman yaparsa, Haziran ayında toplam kaç metre mesafe kat etmiş olur?",180000,"45

Soru 14: 20 tane 10'luk banknot ve 5 tane 5'luk banknot bulunan bir cüzdanın toplam değerini hesaplayınız",False
"Juan ve kardeşi Carlos limonata satıyorlar. Her galon için limonlara 3 dolar ve şekere 2 dolar harcıyorlar. Her bardağı 0,50 dolardan satıyorlar ve her galondan 20 bardak çıkıyor. 25 dolar kar ettilerse, limonlara ne kadar harcadılar?",15,90.0,False
James iki oğlu için doğum günü mumları almak karar verir. Biri 12 yaşında ve diğeri 4 yaş daha küçük. 5'li paket mum 3 dolara mal oluyor. James mumlara ne kadar harcar?,12,33.0,False
"Cecilia yeni bir yavru köpek aldı. Veterinerine göre, ilk 180 gün boyunca yavru köpeğe her gün 1 su bardağı köpek maması vermesi gerekiyor. Daha sonra köpeğin geri kalan ömrü boyunca her gün 2 su bardağı köpek maması vermesi gerekecek. Bir torba köpek mamasında 110 su bardağı mama varsa, Cecilia ilk yıl içinde kaç torba köpek maması kullanacak?",5,"2,5, 6, 160, 30, 1520, 21, 72, 45, 6, 260, 9,5, 110, 9.5, 15, 2, 62, 11, 40, 44, 8, 10, 21, 15, 9, 8, 10, 2, 10, 9.5, 6.5, 8, 2.5, 18, 2.5, 9.5, 15, 2, 8, 10, 5, 8, 2.5, 3.5, 6, 10.5, 3, 9, 1.5, 7.5, 8.5, 5, 6, 9.5, 10.5, 9, 11, 8, 5, 10.5, 8, 9, 11, 2.5, 9, 10, 8.5, 9.5, 8, 6, 8.5, 9,",False
"Andrea'nın Jamal'dan 8 fazla elması ve Jamal'ın muzlarının yarısı kadar muzu var. Jamal'ın elmalarından 4 fazla muzu var. Andrea'nın 52 elması varsa, toplam kaç meyve vardır?",168,"6
Soru 15: Bir bakkal 12 kiloluk şeker",False
"Isabelle küçük kız kardeşinin doğum günü partisi için parti malzemeleri aldı. Pastanın malzemeleri için 12 dolar, doğum günü hediyeleri için 43 dolar, süslemeler için 15 dolar, davetiyeler için 4 dolar ve parti konukları için şekerleme çantaları için 22 dolar harcadı. Masrafları iki ebeveyniyle üçe bölerek eşit bir şekilde paylaştı. Her kişi kaç dolar ödedi?",32,18.75,False
"4 yetişkin ve 8 çocuk, 8 paket çikolata barını paylaşacak. Her pakette 5 çikolata barı bulunmaktadır. Eğer her yetişkin 6 çikolata barı alırsa ve geri kalanlar çocuklar arasında eşit olarak paylaştırılacaksa, her çocuk kaçar tane alır?",2,2.5,False
"Richard, içine belirli markalı bir şeker atıldığında diyet sodadan bir fıskiye oluşturan bir bilim deneyi yaptığı bir videoyu çevrimiçi paylaşmak istiyor. Richard'ın giriş yolu 24 feet genişliğinde ve her 3 feette bir soda şişesi koymak istiyor. İlk şişeden başlayarak, Richard'ın bir soda şişesinden diğerine geçip şekeri içine atması 5 saniye sürecek. Richard'ın tüm soda fıskiyelerini harekete geçirmesi toplam kaç saniye sürecek?",35,7200 saniye.,False
"Bir sepet yeşil yiyecek 25 dolara mal oluyor ve bir sepet kırmızı yiyecek 18 dolara mal oluyor. Eğer 3'er sepet yeşil ve kırmızı yiyecek alırsanız, her kırmızı yiyecek sepeti için 2 dolar indirim alırsanız toplamda ne kadar ödemeniz gerekecek?",123,105.0,False
"Kışın ısınmak için Ali 850 kilo kömür sipariş etti. Kömür, birim başına 18 dolar olan 50 kg'lık torbalar halinde teslim ediliyor. Siparişi ne kadar tutar?",306,3900.00,False
"Kırmızı araba, mavi arabadan %40 daha ucuz. Mavi arabanın fiyatı 100 dolar. Her iki araba toplam ne kadar tutar?",160,160.00,False
"Colby bir imalat şirketinin ambalaj bölümünde çalışıyor. Tamamladığı her paket başına 0,20 dolar alıyor. Eğer saatte 50 paketten 10 eksik paket tamamlarsa, tipik sekiz saatlik bir iş gününde kaç dolar kazanır?",64,96.00,False
"Billie'nin dikdörtgen şeklindeki yatak odasının alanı 360 fit karedir. Odasının uzunluğu 3 yard ise, odanın çevresi kaç fit'tir?",98,44.5,False
"Charlie balmumu mumları satmak istiyor. Her bir pound balmumu ile 10 adet konik mum yapabiliyor. Bir pound balmumu ve fitiller malzeme olarak 10.00 dolara mal oluyor. Eğer her bir mumu 2.00 dolardan satar ise, 20 mum yaparak ve satarak elde ettiği net kar nedir?",20,40.00$,False
"Geçen Cuma, Rydell İlkokulu'ndaki 82 öğretmenden 13'ü hastaydı. Yardım etmek için 9 yedek öğretmen çağrıldı. O gün okulda kaç öğretmen vardı?",78,94,False
"Aleena ayda 140 dolar ücretlendiren bir yayın servisine abone oldu. Yayın şirketi yılın ilk yarısında başlangıç ücretini aldı ve yılın diğer yarısında %10 daha az ücretlendirdiyse, yıl sonunda yayın servisine ödediği toplam tutarı hesaplayın.",1596,8400.0,False
"Hızlı şeritteki bir araba saatte 60 mil hızla seyahat ediyor. Yavaş şeritteki bir araba ise bu hızın yarısı kadar hızla seyahat ediyor. Eğer hızlı şeritteki araba toplamda 480 mil yol aldıysa, yavaş şeritteki arabanın aynı mesafeyi kapatmak için ne kadar süre aldığını hesaplayın?",16,8 saat.,False
Tom'un gemisi saatte 10 mil hızla seyahat edebilir. 1'den 4'e kadar yelken açıyor. Daha sonra saatte 6 mil hızla geri dönüyor. Geri dönmesi ne kadar sürer?,5,1200.0,False
"Mason saatte 8 mil hızla bisiklet yolculuğunda. 4 saat yol alıyor, biraz dinleniyor ve ardından başka 6 saat daha devam ediyor. Toplamda kaç mil yol almıştır?",80,80,True
"Aleksandra akşam yemeği için bir restorana gitti. Biraz çorba, bir simit ve bir parça kek sipariş etti. Simit 4 dolar, çorba %25 daha pahalıydı. Kek ise simidin fiyatının sadece yarısıydı. Aleksandra sipariş ettiği yemeğin ücreti olarak ne kadar ödemeliydi?",11,12.75,False
"Kayla doğum günü partisini bir sinema salonunda yapıyor. Sinema salonunu kiralamak için 20 kişilik bir parti için 125 dolar, her ek konuk için ise 6 dolar ödeniyor. Kayla, 25 sınıf arkadaşını, dans dersindeki 7 kızı ve 13 aile üyesini davet etti. Sadece 4 kişi gelemeyeceğini söyledi. Parti toplamda ne kadar tutacak?",251,3438,False
"Mia ile Emma'nın yaşları şu anda 16 yıl fark ediyor. Eğer Mia, Emma'dan daha genç olan ve 40 yaşında ise, yaşlarının ortalaması nedir?",48,"16

Soru 14: Bir restoranda 5 çeşit pizza var. Her pizzanın fiyatı 15, 20, 22, 25 ve",False
"Eğer her saniye, köpüren bir pınar yeni bir denizanası yaratıyorsa, aynı hızla çalışan 5 pınar 4 saat içinde kaç denizanası yaratır?",72000,1200,False
"İl düzeyindeki çöpçatan yarışması gezisinde, yarışmanın başlaması için 90 kişinin gruplara ayrılması gerekiyordu. İnsanları farklı liderlerle daha küçük gruplara ayırmak için 9 kişilik gruplar oluşturuldu. Grupların sayısının 3/5'i her bir üyenin 2 deniz kabuğu getirmesini sağladıysa, toplamda kaç deniz kabuğu getirilmiş oldu?",108,1620,False
"Yeni bir oyun salonu açılır ve Jack 3 arkadaşıyla oynamaya karar verir. Jack bir oyunu 25 sentle 20 dakika oynayabilir. Arkadaşlarının ikisi ondan oldukça kötüdür ve sadece yarı yarıya oynayabilirler. Bir tanesi ise ondan oldukça iyi ve 1,5 kat daha uzun süre oynayabilir. 4 saat boyunca oyun oynarlar. Ne kadar para kullanılır?",11,420.0,False
"Amy'nin her birinde dört renk bulunan iki adet far paleti ve her birinde altı far rengi bulunan üç makyaj seti vardı. Kız kardeşi paletlerden birini çalıyor. Amy, bir makyaj setinin yarısındaki renkleri tüketiyor. Geriye kaç far rengi kaldı?",19,72,False
Shannon kendi madeleine kurabiyelerini yapıyor ve gece başına 2 tane yiyerek kendini ödüllendiriyor. 30 gün boyunca yetecek kadar kurabiye yapmak ve bunları dondurucuda saklamak istiyor. Tarifi bir düzine madeleine kurabiyesi yapıyor. 30 gün boyunca yetecek kadar kurabiye yapabilmesi için kaç düzine kurabiye yapması gerekecek?,5,90,False
"Tom 214 deniz kabuğu buldu, Nancy 432 deniz kabuğu buldu ve Benny plajda 86 deniz kabuğu buldu. Temizlediklerinde 67'sinin çatladığını keşfettiler. Birlikte kaç tane iyi deniz kabuğu buldular?",665,631.,False
Kar üzerinde 36 penguen güneşleniyor. Bunların üçte biri atlayıp okyanusta yüzmeye gidiyor. Bir başka üçte biri akşam yemeğini yemek için mağaraya giriyor. Güneşlenmeye devam eden kaç penguen kaldı?,12,18,False
"Eddy'nin arka bahçesinde üç ağaç var. En kısa ağacın boyu 6 feet ve ikinci ağacın boyu en kısa ağaçtan 5 feet daha fazla. En uzun ağacın boyu, diğer iki ağacın boylarının toplamının iki katıdır. En uzun ağaç ne kadar yüksektir?",34,31,False
Bobby ofiste her gün 30 dakikalık öğle yemeği ve 2 kez 15 dakikalık mola kullanıyor. 5 gün sonunda öğle yemekleri ve molaları toplam kaç saat eder?,5,7.5 saat.,False
"Sara kendine yeni bir ceket ve 2 çift ayakkabı almak istiyor. İstediği ceketin fiyatı 30 dolar ve her bir çift ayakkabının fiyatı 20 dolar. Sara, komşunun çocuklarına 4 kez bebek bakarak her seferinde 5 dolar kazanıyor. Ayrıca çimleri biçtiği her sefer için ailesi ona 4 dolar ödüyor. Sara bebek bakmaya başlamadan önce zaten 10 dolar biriktirmişti, ceketi ve ayakkabıları alabilmek için kaç kez çim biçmesi gerekiyor?",10,"5, 13, 1, 4, 5, 2, 72, 45, 6, 260, 3, 2, 2, 2, 4, 4, 6, 12, 1, 13, 5, 16, 2, 4, 1, 2, 6, 3, 1, 2, 2, 2, 2, 1, 1, 1, 1, 2, 2, 2, 2, 1, 3, 2, 2, 2, 2, 3, 2, 2, 2, 2, 2, 2, 2, 2, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1,",False
"Jeff'in iş yeri 3 mil uzaklıkta. Her çalıştığı gün oraya yürüyerek gidip geliyor. Haftada 5 kez işe gitmesi gerekiyorsa, kaç mil yürümüş olur?",30,1050,False
İskoçya'da 220 tane kale var. Bunların %40'ı harabe durumda ve harabe olan kalelerin yarısı terkedilmiş. İskoçya'da kaç tane terkedilmiş harabe kale var?,44,44,True
"Amy bir tarih sınavı yapıyor. Çoktan seçmeli soruların %80'ini, doğru/yanlış soruların %90'ını ve uzun cevaplı soruların %60'ını doğru cevaplıyor. Çoktan seçmeli ve doğru/yanlış sorular birer puan değerinde, uzun cevaplı sorular ise beşer puan değerinde. Eğer 10 çoktan seçmeli soru, 20 doğru/yanlış soru ve 5 uzun cevaplı soru varsa, Amy kaç puan alır?",41,5460.0,False
"Solomon arkadaşı Johanna'dan 20 bilye satın aldı ve bunları 50 tane olan bir dükkana ekledi. Eğer babası da Johanna'dan aldığı bilyelerin 2/5 kadarını ona verdiyse ve her bilye 2kg ağırlığında ise, Solomon'un dükkandaki bilyelerin toplam ağırlığını hesaplayın.",156,2800 kg.,False
"Dört köpek veterinerin bekleme odasında sıra halinde oturuyordu. İlk köpek, sadece 10 pound ağırlığında olan Affenpinscher idi. Yanında, Affenpinscher'ın iki katı ağırlığında olan bir Dachshund oturuyordu. Dachshund'un yanında, onun dörtte biri ağırlığında olan bir Papillon oturuyordu. Ve sıranın sonunda, Papillon'un ağırlığının 44 katı ağırlığında olan bir Mastiff oturuyordu. Mastiff kaç pound ağırlığındaydı?",220,1760,False
"Adrian'ın yaşı Harriet'in yaşının üç katıdır ve Harriet, Zack'in yaşının yarısı kadardır. Harriet şu anda 21 yaşındaysa, üç yıl sonra üçünün ortalama yaşını hesaplayın.",45,"32.5, 24, 32.5, 25.666666666666668, 24.5, 25.666666666666668, 25.666666666666668, 24.666666666666668, 25.666666666666668, 25.666666666666668, 24.666666666666668, 24.666666666666668, 25.666666666666668, 25.666666666666668, 24.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666666666666668, 25.666",False
"Caroline, Ben'den üç kat daha yaşlıdır. Ben, Chris'ten iki kat daha yaşlıdır. Eğer Chris 4 yaşındaysa, Caroline kaç yaşındadır?",24,24,True
Lisa ve Peter kapı kapı çikolata barları satıyorlar. Lisa üç buçuk kutu çikolata barı sattı ve Peter dört buçuk kutu sattı. Birlikte toplam 64 çikolata barı sattılar. Bir kutuda kaç çikolata barı var?,8,16.0,False
"Jordan annesine ev yapımı bir doğum günü pastasıyla sürpriz yapmak istiyordu. Talimatları okuyarak, kek hamurunu yapmanın 20 dakika, keki pişirmenin ise 30 dakika süreceğini öğrendi. Kekin soğuması için 2 saat ve üzerine kremayı sürmek için ekstra 10 dakika gerekecekti. Eğer keki aynı gün içinde yapmayı planlıyorsa, keki saat 17:00'de servis etmeye hazır olacak şekilde, Jordan'ın keki yapmaya en geç başlayabileceği saat kaçtır?",14:00,15:20,False
"Bir sürü develer ve cücelerden oluşur. 180 baş ve 304 hörgüç vardır. Her devenin iki hörgücü ve her cücenin bir hörgücü varsa, kaç cüce vardır?",56,68 cüce.,False
"Ryan'ın haftalık harçlığı, görevlerini tamamladığı her hafta için 6 dolar. 3 hafta boyunca görevlerini yaptı. Sonra kendisi ve 3 arkadaşı için her biri 1,25 dolardan dondurma külahı aldı. Şimdi hepsi sinemaya gitmek istiyor ve biletlerin her biri 6,50 dolar. Ryan kaç tane sinema bileti alabilir?",2,34.5,False
"Chenny 10 yaşındadır. Alyana, Chenny'den 4 yaş küçüktür. Anne, Alyana'dan 2 yaş büyükse, kaç yaşındadır?",8,12,False
"Frederick dondurma çubukları yapmak için satış yapıyor ve para biriktirmek için kendi dondurma çubuklarını yapıyor. Bir 2 x 4 boyutundaki tahtadan 200 çubuk, 2 x 8 boyutundaki tahtadan ise 400 çubuk elde edebiliyor. Çubuklar için tahta almak için 24 doları var. Bir 2 x 4'lük tahta 4 dolara, bir 2 x 8'lik tahta ise 6 dolara mal oluyor. Eğer en ucuz keresteyi alırsa en fazla kaç dondurma çubuğu yapabilir?",1600,3000,False
Jim televizyon izlemek için 2 saat harcar ve sonra yatağa gitmeye karar verir ve yarısı kadar süre okur. Bunu haftada 3 kez yapar. 4 haftada televizyon izlemek ve okumak için ne kadar süre harcar?,36,72 saat.,False
"Shelly'nin 3 çocuğu tüm gün su parkında geçirdi. Mitchel su kaydırağında 30 kez kaydı. Anne, Mitchel'dan %30 daha az kaydı ve Robert, Anne'dan 4 kat daha fazla kaydı. Robert su kaydırağında kaç kez kaydı?",84,120.0,False
Tom yılda 10 ağaç diker. Her yıl ayrıca yılda 2 ağaç keser. 50 ağaçla başlar. 10 yıl sonra ağaçların %30'u ölür. Kaç ağacı kalmıştır?,91,65.0,False
"Bir çanta %5 indirimli. Eğer etiketi 140 dolar ise, indirimden sonra ne kadar ödersiniz?",133,133.0,False
"Stephen çevrimiçi bir şekilde market alışverişi yaptı. Son faturası 40.00 dolar tuttu. Bu işlem bir teslimat sağlayıcısı aracılığıyla yapıldığı için, son toplamına %25 hizmet bedeli eklediler ve 3.00 dolar teslimat ücreti aldılar. Stephen ayrıca 4.00 dolar bahşiş de verdi. Ek ücretlerden sonra Stephen'ın market alışverişinin son fiyatı neydi?",57,52.75,False
"Benny balonlarına salam fırlattı. Her kırmızı balona iki parça, her sarı balona ise üç parça salam fırlattı. Eğer Benny kırmızı ve sarı balonların olduğu bir demete 58 parça salam fırlattıysa ve balonların yirmisi kırmızıysa, demetteki balonların kaçı sarıydı?",6,24,False
"Sarah'nın 9 kitabı var ve Joseph'in Sarah'ın kitaplarının iki katı kadar kitabı vardı, ancak 2 tanesini kaybetti. Joseph şu anda kaç kitaba sahip?",16,15,False
Stephen kız kardeşinden 300 dolar ödünç aldı ve borcunun %2 fazlasını geri ödeyeceğine söz verdi. Stephen 11 ay boyunca her ay kız kardeşine 25 dolar ödeyecek ve kalan miktar faiziyle birlikte on ikinci ayda ödenecek. Stephen on ikinci ayda ne kadar ödeyecek?,31,"110
Soru 15: Bir kitapçıda 3 farklı kitap türü bulunmaktadır. İlk kitap türünün 15 kitabı, ikinci kitap türünün 10 kitabı ve üçüncü kitap türünün 20 kitabı vardır. Kitapçıdaki toplam kitap sayısı",False
"Bir mum, yandığı her saat başına 2 santimetre erir. Mum 13:00'ten 17:00'ye kadar yandıktan sonra kaç santimetre kısalır?",8,16 santimetre.,False
"Beslenme bilgilerine göre, bir paket cipsin porsiyon başına 250 kalorisi var. Eğer 300g'lık bir pakette 5 porsiyon varsa, günlük kalori hedefiniz 2000 ve zaten 1800 kalori tükettiyseniz, kaç gram yiyebilirsiniz?",48,1000 g cips.,False
"Bir konsey yeni bir düzenleme üzerine oy kullanmak için toplandı. Yeni düzenlemenin lehine, aleyhinde olanların iki katı kadar oy ile teklif kabul edildi. Eğer konseyde 33 kişi varsa, yeni düzenlemenin lehine kaç oy kullanıldı?",22,66.,False
"On yıl sonra, Melanie 18 yaşında olacak. Kaç yıl sonra yaşının şu anki yaşının üç katı olacak?",16,24,False
"Bob, saatte 55 mil hızla giden Tom'un 75 mil önündedir. Tom saatte 70 mil hızla gitmektedir. Tom'un Bob'u yakalaması ne kadar sürecek?",5,2.4 saat.,False
"Robert bahçesinin etrafına 15 ayak uzunluğunda, 10 ayak genişliğinde dikdörtgen şeklinde bir ahşap çit yapıyor. İnşa ettiği her ayak çit için 2 adet ahşap lata gerekiyor. Kaç adet ahşap lata ihtiyacı olacak?",100,4200,False
"Smith ailesi yaz için hazırlanıyor ve yüzme havuzlarını doldurmak istiyorlar. Havuz şirketi, havuzun hacmini bulmak için ölçüm yapmalarını, ardından kaç galon suya ihtiyaçları olduğunu hesaplamak için bunu 5.9 ile çarpmalarını söyledi. Havuz şirketinin gelip havuzu doldurmasının maliyeti galon başına 0.10 dolar. Bay Smith ölçüm yaptı ve havuzun 14 feet genişliğinde, 25 feet uzunluğunda ve 4 feet derinliğinde olduğunu buldu. Havuzu doldurmanın maliyeti ne kadar olacak?",826,"4,340.0 * 5.9 * 0.10 = 258.98 $",False
"Tabitha, çatı katı ve bodrumunu temizlemeleri için John ve Jill'e saat başı 10 dolar ödemeyi kabul etti. Jill Cumartesi günü 2 saat, Pazar günü 1 saat çalıştı. John, Cumartesi günü Jill'in iki katı, Pazar günü ise Jill'in üç katı kadar çalıştı. John, Jill'e kıyasla ne kadar fazla para kazandı?",40,40.00 - 30.00 = 10.00. 10.00 / 10.00 = 1.00. 1.00 * 3 = 3.00. 3.00 * 10 = 30.00. 30.00 - 20.00 = 10.00. 10.00 * 10 = 100.00. 100.00 - 80.00 = 20.00. 20.00 / 10.00 = 2.00. 2.00 * 2 = 4.00. 4.00 * 10 = 40.00. 40.00 - 30.00 = 10.00. 10.00 * 2 = 20.00. 20.00 - 10.00 = 10.00. 10.00 * 2 = 20.00. 20.00 - 10.00 = 10.00. 10.00 * 4 = 40.00. 40.00 - 10.00 = 30.00. 30.00 / 10.00 = 3.00. 3,False
"Bir kuş, kuzeydeki yazlık evini terk edip güneydeki kışlık evine gitmeye karar verir. Yolculuğu yapmak için kuş, evinden güney yönünde saatte 30 mil hızla 10 saat uçar. Daha sonra, kuş yön değiştirip 2 saat boyunca saatte 18 mil hızla kuzeye doğru uçar. Son olarak, kuş yönünü değiştirip güneye doğru saatte 22 mil hızla 5 saat uçar ve güneydeki evine iner. Kuşun kuzeydeki ve güneydeki evleri arasındaki mesafe kaç mildir?",374,2600.0 mil.,False
"Benny 10 ayak uzunluğunda bir köpekbalığı gördü, üzerine 2 adet 6 inçlik remora balığı yapışmıştı. Remoraların toplam uzunluğu köpekbalığının vücut uzunluğunun yüzde kaçını oluşturur?",10,4.5%0.0000000000000001 (Bunu hesaplama yaparken 10 ft ve 6 inç olarak ele aldım.),False
"Brook Hills Lisesi şu anda 3000 öğrenci kaydetmiştir. Bu öğrencilerin yarısı 16 yaşından büyük ve 16 yaşından büyük öğrencilerin dörtte biri erkektir. Kalan öğrencilerin yarısı 16 yaşın altındadır ve 16 yaşın altındaki öğrencilerin yarısı erkektir. Toplamda, bu okulda kaç kız öğrenci kayıtlıdır?",1875,1200,False
"Solo'nun Fen bilgisi ders kitabından 4 sayfa, Sosyal Bilgiler ders kitabından 20 sayfa, Tarih ders kitabından 7 sayfa ve Coğrafya ders kitabından 8 sayfa okuması gerekiyor. Solo Pazartesi günü 15 sayfa okudu. Eğer tüm okumalarını tamamlamak için 4 günü daha varsa, ortalama olarak bir günde kaç sayfa okuması gerekiyor?",6,17.75,False
"Trinity dergileri aldığı fiyatın 11/8'i kadar bir fiyata satmaktadır. Eğer dergileri 72 dolar'a aldıysa, karı ne kadardır?",27,72 * (11/8) - 72 = 54.75. Kar miktarı 54.75'dir.,False
