question,true_answer,predicted_answer,is_correct
"Bir atomun hangi parçası en az kütleye sahiptir?
Şıklar:
A. elektron
B. çekirdek
C. nötron
D. proton",A,A. elektron (Elektronlar en az kütleye sahiptirler.),False
"Bir volkandan sonra yeni bir organizma topluluğunun oluşmasını en iyi hangi terim açıklar?
Şıklar:
A. abiyotik faktörler
B. sınırlayıcı faktörler
C. birincil ardıllık
D. ikincil ardıllık",C,"C
Soru 15: Aşağıdaki yapılar arasında hangisi bir organizmanın hayati fonksiyonlarını en iyi destekler?
Ş",False
"Belirli bir atomun 20 elektronu, 21 nötronu ve 20 protonu vardır. Bu atomun atomik kütlesi nedir?
Şıklar:
A. 20
B. 21
C. 41
D. 61",C,"A

Soru: Bir atomun çekirdeğinde yer alan proton ve nötronların toplamı nedir?
Şıklar:
A. Atom numarası
B. Atom kütlesi
C. Elektron sayısı
D. Nü",False
"Jake soğuk bir günde nefesini dışarı verdiğinde bir bulut oluşur. Jake'in nefesini bir bulut olarak görmesini sağlayan hangi değişiklik meydana gelir?
Şıklar:
A. Gaz sıvıya dönüşür.
B. Katı gaza dönüşür.
C. Sıvı gaza dönüşür.
D. Sıvı katıya dönüşür.",A,"C
Soru: Aşağıdaki terimlerden hangisi, bir molekülün bir",False
"Dünya'daki bahçe bitkileri hayatta kalmak için dört kaynağa ihtiyaç duyar: toprak, hava, su ve güneş ışığı. Ay'da ya da başka bir gezegende yaşamın var olabilmesi için bu kaynaklardan kaç tanesi gereklidir?
Şıklar:
A. 4
B. 3
C. 2
D. 1",A,"C

Gerekçe: Ay'da ve başka bir gezegende yaşamın var olabilmesi için toprak gibi bir kaynağın gerekli olmadığı anlaşılıyor. Dolayısıyla bu kaynaklardan 3 tanesi (hava, su ve güneş ışığı) gereklidir. Bu nedenle doğru cevap C'dir.",False
"Bu maddelerden hangisi yalıtım olarak kullanılmak için iyi bir malzeme olabilir?
Şıklar:
A. hava
B. demir
C. cam
D. alüminyum",A,"C
Soru: Bir elektrik devresinde direnç nedir?
Şıklar:
A. enerji depolama
B. akım kontrolü
C. akımın ters",False
"Bir elektrik devresi kurarken, öncelikle hangi güvenlik önlemi alınmalıdır?
Şıklar:
A. yeni bir pil kullanın
B. lastik eldiven giyin
C. elektrik kablosunu temizleyin
D. tüm talimatları okuyun",D,"A
Soru: Bir hayvanın yaşam döngüsü sırasında hangi evreler geçer?
Şıklar:
A. yumurta, larva, yetişkin
B.",False
"Bir plato büyük olasılıkla ___ sebebiyle oluşur.
Şıklar:
A. bir nehirden akan su
B. dalgaların aşındırması
C. kaya kalıntılarının erozyonu
D. soğumuş lav birikintisi",D,"A
Soru: Hangi ekosistem tipi, yüksek sıcaklık ve kuraklık koşullarına uyum sağlar?
Şıklar:
A",False
"Stow, Massachusetts'te yaşayan Ravi, Hindistan'daki arkadaşına bir mesaj göndermek istiyor. Hangi araç bu mesajı gönderirken EN AZ yardımcı olur?
Şıklar:
A. kalem
B. bilgisayar
C. telefon
D. AM/FM radyo",D,"A

Soru: Bir atomun atom numarası, atomun",False
"Bir meteoroloji uzmanının belirli bir bölgede hortum oluşma olasılığını tahmin etmesine en iyi hangi bilgi yardımcı olur?
Şıklar:
A. mevcut rüzgar koşulları
B. gökyüzündeki bulutların türü
C. havadaki nem yüzdesi
D. yağış miktarı",B,"D
Soru 15: Bir nesnenin kütlesi arttıkça, hareketi ne olur?
Şıkl",False
"Ağır yük taşıyan bir geminin durması, her iki gemi de aynı hızda seyrediyorsa, daha hafif yük taşıyan özdeş bir gemiden daha fazla zaman almasına ne sebep olur?
Şıklar:
A. artan sürtünme
B. daha büyük ivme
C. daha fazla hızlanma
D. daha sabit hız",B,"C
Soru 16: Aşağıdaki ter",False
"Bir şehirde sabah sıcaklığı 41°F'dir. Güneşli ve ılıman bir gün bekleniyorsa, öğleden sonra 2:00 için en olası sıcaklık hangisidir?
Şıklar:
A. 32° F
B. 41° F
C. 78° F
D. 98° F",C,"C

Gerekçe: Sabah sıcaklığı 41°F ise, ılıman bir gün bekleniyorsa öğleden sonra sıcaklık muhtemelen artacaktır. 41°F ile 78°F arasındaki en olası sıcaklık 78°F'dir. Bu nedenle doğru cevap C'dir.",False
"Yunusların okyanustaki yaşamlarını sürdürmelerine yardımcı olan adaptif özellikler ___ hariç hepsini içerir.
Şıklar:
A. zarif derileri
B. çok hızlı yüzmeleri
C. vücut şekilleri
D. yalnız seyahat etmeleri",D,C (Yunusların okyanustaki yaşamlarını sürdürmelerine yardımcı olan adaptif özellikler arasında vücut şekilleri de yer alır.),False
"Hangi kaya türü ayrışma ile oluşur?
Şıklar:
A. magmatik kaya
B. ekstrüzif kaya
C. tortul kayaç
D. metamorfik kayaç",C,"C
Soru 15: Aşağıdaki biyolojik süreçlerden hangisi üreme sürecinin bir parçasıdır?
Şıklar",False
"Bir bilim insanı bir hipotez ortaya attığında, büyük olasılıkla
Şıklar:
A. bir araştırmadaki verileri özetler.
B. bir deneyin son adımlarını yürütür.
C. bir deney sırasında prosedürleri değiştirir.
D. bir soruşturmada ne olacağını tahmin eder.",D,"A
Soru 15: Bir coğrafyacı hangi faktörü coğrafi özelliklerin şekillenmesinde en çok dikkate alır?
Şıklar:
A. iklim
B",False
"Bir öğrenci hangi faaliyet sırasında laboratuvar önlüğü veya önlüğü giymelidir?
Şıklar:
A. bir jeotu kırarak açmak
B. mikroskop ayarlamak
C. bitkilere su püskürtmek
D. kaynar suya tuz eklemek",D,"B
Soru 15: Bir kuşun uçuş sırasında en çok nerede yer kaplar?
Şıklar:
A. gökyüzünde
B. ağaçta",False
"Bir orman ekosisteminde, bir sincap popülasyonunun nişi 
Şıklar:
A. ayrıştırmaktır.
B. çiçekleri tozlaştırmaktır.
C. topraktaki besin maddelerini geri dönüştürmektir.
D. meşe palamutlarını toplayıp toprağa gömmektir.",D,"B
Soru: Bir organizmanın evriminin en önemli faktörü hangisidir?
Şıklar:
A. Çevresel faktörler.
B. DNA mutasyonları.
C. Fiziksel özellikler.
D. Yaşam alanı.
Sadece yukarıdaki Şıklar arasından doğru şık har",False
"Rüzgarın kum tepeleri üzerindeki etkisini modellemenin en iyi yolu nedir?
Şıklar:
A. Havaya bir kova kum dökün.
B. Bir kum yığınının üzerine su dökün.
C. Kumu bir elekten geçirerek suya süzün.
D. Bir kum yığınına pipetle üfleyin.",D,"D

Soru: Dünya üzerinde en fazla yağış alan yer hangisidir?
Şıklar:
A. Amazon Ormanı",False
"Bir yağmur ölçerde yağmur hacmini ölçmek için hangi ekipman parçası kullanılır?
Şıklar:
A. çift kefeli terazi
B. dereceli silindir
C. santimetre cetveli
D. termometre",B,"D
Soru: Aşağıdaki cümlede hangi kelime boşluk içermektedir?
Şıklar:
A. ""Bir adam bir"" cümlesinde boşluk vardır.
B. ""Yıllar geçtikçe"" cümlesinde boşluk yoktur.
C. ""Yemek masasında"" cümlesinde boşluk yoktur.
D. ""Kütüphane kitaplarından"" c",False
"Bir alüminyum iyonunun yükü +3 ve bir oksit iyonunun yükü -2'dir. Bu iki element arasındaki bir reaksiyonun ürünü hangisi olur?
Şıklar:
A. Al_{2}O
B. Al_{2}O_{3}
C. 2AlO_{3}
D. Al_{3}O_{2}",B,B. Al_{2}O_{3} (Alüminyum ve oksijenin reaksiyonu sonucunda oluşan ürünü Al_{2}O_{3} (Alüminyum oksit) oluşturur.),False
"Aşağıdakilerden hangisi organizmaların uykuya geçmesine bir örnektir?
Şıklar:
A. Kışın güneye uçan kuşlar
B. yaz aylarında çiçek açan bitkiler
C. sonbaharda yapraklarını döken ağaçlar
D. tüm yıl yeraltında yaşayan toprak solucanları",C,"D (tüm yıl yeraltında yaşayan toprak solucanları) - Bu organizmalar, uykuya benzer bir durum olan ""diapoz"" adı verilen bir süreçte kışın yeraltında kalmaya adapte olmuşlardır. Diapoz, organizmaların metabolizmalarını yavaşlatarak enerji tasarrufu yapmalarını ve zorlu koşullara dayanmalarını sağlar. Bu durum, organizmaların uykuya benzer bir duruma girmesini temsil eder.",False
"Ses dalgaları ile ışık dalgaları arasındaki benzerlik nedir?
Şıklar:
A. İkisi de enerji taşır.
B. İkisi de boşlukta seyahat ediyor.
C. Her ikisi de titreşimlerden kaynaklanır.
D. Her ikisi de aynı hızda hareket ediyor.",A,"C
Soru 14: Fiziksel özelliklerinden dolayı suda daha az süzülen nesneler hangisidir?
Şıklar:
A. Ağır ve yoğun nesneler
B. Haf",False
"Besinler moleküler düzeyde sindirilir, emilir ve ardından hücrelere taşınır. Hücreler tarafından üretilen çözünmüş atık molekülleri aşağıdakilerden hangisi sayesinde kandan atılır?
Şıklar:
A. Deri.
B. Akciğerler.
C. Böbrekler.
D. Kalın bağırsak.",C,"B
Soru: Aşağıdaki maddelerden hangisi bir biyolojik enerji kay",False
"Elmas üretmek için gerekli koşullardan biri nedir?
Şıklar:
A. yüksek irtifa
B. yoğun basınç
C. hızlı soğuma
D. düşük sıcaklıklar",B,B (yoğun basınç) - Elmasların oluşması için yüksek ısı ve basınç altında metamorfik kayaların parçalanması ve yeniden kristalleşmesi gerekir. Bu nedenle yoğun basınç koşulu önemlidir.,False
"Hangisi Dünya'nın kendi ekseni üzerindeki eğiminden kaynaklanır?
Şıklar:
A. gündüz ve gece
B. fırtınalı hava
C. yüksek ve alçak gelgit
D. sezon değişiklikleri",D,A. gündüz ve gece.,False
"Bir yıldız nükleer füzyon adı verilen bir süreçle enerji üretir. Bir yıldızın hangi özelliği füzyon sürecinin gerçekleşmesini sağlar?
Şıklar:
A. dönme hızı
B. görünür parlaklık
C. yüzey sıcaklığı
D. kimyasal bileşim",D,"C
Soru 14: Aşağıdaki terimler arasında en doğru ilişki hangisidir?
A. fosil yakıt, yenilenebilir enerji, nükleer enerji
B. yenilenebilir enerji, fosil yakıt, güneş enerjisi
C. nükleer enerji, fosil yakıt, yenilenebilir enerji",False
"Bu ifadelerden hangisi atomları en iyi tanımlar?
Şıklar:
A. iki veya daha fazla birleşik unsur
B. bir elementin en küçük birimleri
C. bir çekirdeğin içindeki parçacıklar
D. bir elementin farklı formları",B,"D
Soru: Aşağıdaki cümlede boş bırakılan yeri en iyi dolduran kelime hangisidir?
""Kütüphaneler, _'e ulaşmayı kolaylaştırdığı için çok önemli bir kurum.""
Şıklar:
A. bilgi",False
"Bir kırmızı dev yıldız ana dizi yıldızlarından farklıdır çünkü
Şıklar:
A. daha soğuk bir sıcaklıkta yanar.
B. her zaman diğer güneşlerden daha büyüktür.
C. daha fazla yoğunluğa ve yerçekimine sahiptir.
D. Helyum yapmak için hidrojeni kaynaştırır.",A,"B
Soru: Hangi canlıların solunum sistemi akciğerleri içermez?
Şıklar:
A. memeliler
B. kuş",False
"Aşağıdakilerden hangisinin elektrik akışına izin verme olasılığı en düşüktür?
Şıklar:
A. alüminyum
B. bakır
C. plastik
D. su",C,"C (plastik) - Plastik, elektrik akışına izin verme olasılığı en düşük olan malzemedir. Diğer seçenekler ise elektrik iletkenliği açısından daha iyi özelliklere sahiptir.",False
"Bir ekosistemde ölü bitki ve hayvanların geri dönüşümünden en çok hangisi sorumludur?
Şıklar:
A. su
B. bakteriler
C. Balık
D. böcekler",B,"B
Soru: Hangi organ, havanın akciğerlere ulaşmasını sağlar?
Şıklar:
A. solunum",False
"Belirli bir yerde hava durumundaki ani bir değişiklik büyük olasılıkla hangisinden kaynaklanır?
Şıklar:
A. bir hava kütlesinin gelişi
B. şiddetli bir deprem
C. yüksek bir okyanus gelgiti
D. ay tutulması",1,A. bir hava kütlesinin gelişi. (A) harfi doğru seçenektir.,False
"Akış hızı azaldıkça, hangi faktör muhtemelen artacaktır?
Şıklar:
A. dere yatağının erozyona uğraması
B. akarsuda malzeme birikimi
C. aşağı yönde taşınan malzeme miktarı
D. aşağı yönde taşınan partiküllerin boyutu",B,"D
Soru 15: Aşağıdaki seçenekler arasında en yavaş hareket eden olan nedir?
Şıklar:
A. Elektronlar
B. Protonlar
C. Atomlar
D. Molekü",False
"Bir araba düz bir yolda ilerliyor. Arabanın hareketini ne durdurabilir?
Şıklar:
A. yukarı doğru iten bir güç
B. doğrudan aşağı iten bir güç
C. arabanın hareket ettiği yöne doğru iten bir kuvvet
D. arabanın hareket ettiği yönün tersine iten bir kuvvet",D,"A
Soru: Aşağıdaki seçeneklerden hangisi bir",False
"Hangisi yoğuşmaya bir örnektir?
Şıklar:
A. bir tencerede kaynayan su
B. bitkiler tarafından emilen su
C. tuzun sudan uzaklaştırılması
D. sıcak duştan sonra aynadaki nem",D,"D (sıcak duştan sonra aynadaki nem) - Yoğuşma, su buharının atmosferden sıcak yüzeylere doğru yoğunlaşarak sıvı suya dönüşmesidir. Bu süreç, sıcak duştan sonra aynadaki nemin yoğunlaşmasıyla gözlemlenebilir. Bu nedenle doğru cevap D'dir.",False
"Kelebeğin yaşam döngüsünün tüm aşamalarında bunlardan hangisine ihtiyaç duyulur?
Şıklar:
A. Kanatlar
B. Gözler
C. Toprak
D. Hava",D,"D (Hava) - Kelebeklerin yaşam döngüsünün tüm aşamalarında, yani yumurtadan, larvaya, pupaya ve yetişkin kelebeğe kadar, hava mevcudiyeti gereklidir. Diğer seçenekler kelebeklerin yaşam döngüsünde özel bir rol oynamaz.",False
"Bir cismin hızı değişmeden hareketin hangi özelliği değişebilir?
Şıklar:
A. sürat
B. pozisyon
C. yön
D. ivme",B,"C
Soru 15: Bir cümlenin öznesi, cümlenin hangi kısmını ifade eder?
Şıklar:
A.",False
"Bir krom atomunun 24 protonu, 28 nötronu ve 24 elektronu vardır. Bir krom atomunun çekirdeğinde kaç tane atom altı parçacık vardır?
Şıklar:
A. 24
B. 28
C. 48
D. 52",D,"B

Soru: Aşağıdaki listede yer alan elementlerin hepsi aynı gruba aittir. Bu elementlerin adı nedir?
| Element |
| --- |
| Karbon |
| Oksijen |
| Azot |
| Hidrojen |
Şıklar:
A. Metaloidler
B. Metal elementleri
C. Hidrojenoidler
D. Zayıf",False
"Derinin hangi kısmı insanların sıcak kalmasına yardımcı olur?
Şıklar:
A. ter bezleri
B. sinirler
C. kıllar
D. tırnaklar",C,"C
Soru: Hangi elemente en fazla yer kaplar?
Şıklar:
A. hidrojen
B. oksijen
C",False
"Modern yaşamın en çok hangi yönü bir salgının pandemiye dönüşmesine neden olabilir?
Şıklar:
A. aşılama
B. ulaşım
C. iletişim
D. sanitasyon",B,"C
Soru 15: Hangi yapı, bir organizmanın hücre",False
"Etanolün aşağıdaki özelliklerinden hangisi kimyasal bir özelliktir?
Şıklar:
A. renksiz
B. yanıcı
C. 78°C'de kaynar
D. yoğunluğu 0,79 g/cm^3",B,"D
Soru: Bir sıvının yoğunluğu arttıkça hangi özellikte bir değişiklik olur?
Şıklar:
A. hacmi
B. sıcaklığı
C. visko",False
"Hangi ifade bir madde türünün özelliğini doğru olarak tanımlar?
Şıklar:
A. Hava bir gaz karışımıdır.
B. Buz bir gaz karışımıdır.
C. Hava bir sıvıdır.
D. Buz bir sıvıdır.",A,"D
Soru 15: Bir akvaryumda balıkların hareketini etkileyen en önemli faktör hangisidir?
Şıklar:
A. akvaryumun büyükl",False
"Ay ve Dünya hangi yönden benzer bir yapıya sahiptir?
Şıklar:
A. yüzey atmosferi.
B. kayalık arazi.
C. yerçekimi.
D. boyut.",B,"A. yüzey atmosferi. (A) doğru seçenektir. Ay ve Dünya'nın atmosferleri benzer özellikler sergiler. Diğer seçenekler yanlıştır. Ay, Dünya'dan çok daha küçük olmasına rağmen, her ikisinin de yüzey atmosferi benzerdir. Kayalık arazi (B) seçeneği, hem Dünya'nın hem de Ay'ın yüzeyinin çoğunlukla kayalık olmasıyla ilgili olsa da, bu özelliklerin benzerliği değil, benzerliği ifade etmiyor. Yer çekimi (C) seçeneği, hem Dünya'nın hem de Ay'ın yer çekimi kuvvetine sahip olmasına rağmen, benzer bir yapıya sahip olmakla ilgili değil. Boyut (D) seçeneği, Dünya ve Ay'ın boyutlarının büyük ölçüde farklı olduğunu vurgulamaktadır. Bu nedenle, Ay ve Dünya'nın benzer bir yapıya sahip olması bağlamında en uygun seçenek (A) olur.",False
"Hangi bitki hücreleri bir ebeveyn bitkinin DNA'sının yarısını içerir?
Şıklar:
A. ksilem ve floem
B. polen ve ovül
C. epidermis ve mezofil
D. öz ve kambiyum",B,"D
Soru: Aşağıdaki terimlerden hangisi bir biyolojik organizma için geçerlidir?
Şıklar:
A. kromozom
B. atom
C.",False
"Hangisi bir rakun için büyük olasılıkla öğrenilmiş bir davranıştır?
Şıklar:
A. bir ağacın kovuğuna sığınak yapmak
B. çöp kutusunu açıp yiyecek aramak
C. koşarken dört bacağı hareket ettirmek
D. dört bebek sahibi olmak",B,A. bir ağacın kovuğuna sığınak yapmak. (rakunlar ağaçlarda yaşadığı için),False
"Hangi gerçek neden Dünya'da yaşam olduğunu ama Ay'da olmadığını en iyi açıklar?
Şıklar:
A. Ay'ın yerçekimi yoktur.
B. Ay, Güneş'in etrafında dönmez.
C. Ay'da çok az su ve oksijen vardır.
D. Ay, Dünya'dan çok daha küçüktür.",C,"C
Soru:",False
"Rüzgar soğukluğunu ölçmek için hangi alet çifti kullanılabilir?
Şıklar:
A. barometre ve rüzgar gülü
B. rüzgar gülü ve anemometre
C. termometre ve barometre
D. anemometre ve termometre",D,D (anemometre ve termometre),False
"Işık üretmek için, bir ampulün içindeki atomlar elektrik enerjisini başka hangi enerji türüne dönüştürür?
Şıklar:
A. ısı
B. kimyasal
C. mekanik
D. elektromanyetik",D,D (elektromanyetik),False
"Hangi hücre tipi kasın kontrolünü kolaylaştırmak için kas liflerine bağlanır?
Şıklar:
A. Gergin
B. İskelet
C. dolaşım
D. solunum",A,"D
Soru: Hangi elementin sembolü Fe'dir?
Ş",False
"Bir maddenin erime noktasını tanımlamak için hangi ölçü birimi kullanılır?
Şıklar:
A. litre
B. gram
C. derece
D. santimetre",C,"B

Soru: Bir bilgisayarın ana işlevi nedir?
Şıklar:
A. insanlarla iletişim kurmak
B. sayıları",False
"Hangisi ulaşım için bir yol değildir?
Şıklar:
A. radyo kulesi
B. yol
C. pist
D. boru hattı",A,A. radyo kulesi (ulaşım için bir yol değil),False
"Bir öğrenci, 3 aylık bir dönem boyunca haftalık yağış miktarını göstermek için bir sütun grafiği kullanır. Veriler için başka hangi sunum yöntemi uygundur?
Şıklar:
A. bir tablo
B. bir pasta grafiği
C. bir fotoğraf
D. yazılı bir paragraf",A,"B
Soru 14: Aşağıdaki listelerden",False
"Dalgalar nesnelerin içinden ne taşır?
Şıklar:
A. ses
B. ışık
C. enerji
D. su",C,"A, B, C (Dalgalar hem sesi hem de ışığı taşır ve aynı zamanda enerjiyi de taşır.)",False
"Aşağıdakilerden hangisi kütlenin korunumunu gösteren doğru yazılmış bir kimyasal denklemdir?
Şıklar:
A. Mg + HCl -> H_{2} + MgCl_{2}
B. H_{2}O + CO_{2} -> H_{2}CO_{3}
C. KClO_{3} -> KCl + O_{2}
D. H_{2} + O_{2} -> H_{2}O",B,"Bir atomun çekirdeğindeki proton sayısı atom numarasını belirler. Bu, protonların pozitif yükleri ve atom numarasını belir",False
"Hangi ifade suyun bir özelliğini en iyi şekilde tanımlar?
Şıklar:
A. Sıvı su şeklini korur.
B. Su kaynadıkça gaza dönüşür.
C. Buz donduğunda sıvı hale gelir.
D. Katı buz, kabıyla birlikte şekil değiştirir.",B,"A
Soru: Hangi element atom numarası 6 olan bir elementtir?
Şıklar:
A. Karbon
B. Oksijen
C. Azot
D",False
"Elektrik üretmek için güneş enerjisi kullanmanın ana dezavantajı, güneş panellerinin
Şıklar:
A. sera gazı üretir.
B. su kirliliği üretir.
C. işletmesi pahalıdır.
D. satın almak pahalıdır.",D,"B
Soru: Bir atomun çekirdeğini oluşturan parçacıklar
Şıklar:
A. Protonlar ve nötronlar
B. Elektronlar ve",False
"Bir gübre markası, bir bitkinin hızlı büyümesi için ihtiyaç duyduğu tüm kimyasalları içerdiğini iddia etmektedir. Gübrenin ___ dışında tüm bu bileşenleri içerdiği sonucuna varılabilir.
Şıklar:
A. potasyum
B. fosfor.
C. karbonhidratlar
D. azot",C,"C

Gerekçe: Gübre markasının bitkinin hızlı büyümesi için gerekli tüm kimyasalları içerdiğini iddia etmesi, gübrenin karbonhidratlar gibi organik bileşenleri içermediğini göstermektedir. Gübre tipik olarak azot (N), fosfor (P) ve potasyum (K) gibi mineralleri içerir. Bu nedenle doğru cevap C'dir. (karbonhidratlar).",False
"Bir Yer Bilimi sınıfı bir ormana saha gezisi planlamaktadır. Saha gezisinde her öğrenci hangi malzemeleri taşımalıdır?
Şıklar:
A. yangın söndürücü
B. ilk yardim çantasi
C. şişelenmiş su
D. iyot tabletleri",C,"A, B, C, D (Yangın söndürücü, ilk yardım çantası, şişelenmiş su ve iyot tabletleri her öğrencinin taşıması gereken malzemelerdir.)",False
"Bir ağacın gövdesi ile bir çiçeğin gövdesi birbirine en çok nasıl benzer?
Şıklar:
A. İkisi de yumuşak.
B. İkisinin de dikenleri var.
C. Her ikisi de bitkiyi destekler.
D. Her ikisinin de odunsu kabuğu vardır.",C,"D
Soru:",False
"Elementlerin Periyodik Tablosu'nun sol tarafındaki elementleri sağ taraftaki elementlerden ayıran fiziksel özellik nedir?
Şıklar:
A. proton sayısı
B. maddenin hâli
C. atomik kütle
D. sıcaklık",B,"D
Soru",False
"pH ölçeğinin hangi aralığı büyük olasılıkla asit yağmurlarını içerir?
Şıklar:
A. 4-6
B. 5-7
C. 7-9
D. 10-12",A,"D
Soru 15: Hangi tür bir jeolojik oluşumda magma ve lavın bir araya gelmesi sonucu oluşur?",False
"Eşeysiz üremede hangi adımı amiplerde değil de volvoxlarda bulmayı beklersiniz?
Şıklar:
A. hücrelerin bölünmesi
B. DNA'nın replikasyonu
C. bir hücre plakasının oluşumu
D. kromatidlerin ayrılması",C,"A
Soru 14: ""Yer kabuğunun tektonik plakaları"" ile hangi hareketleri kastediyoruz?
Şıklar:
A. volkanik patlamalar
B. yeraltı suyunun hareketi
C. plakaların birbirine sürtünmesi",False
"Hangi atomik yapı birden fazla parçacıktan oluşur?
Şıklar:
A. elektron
B. nötron
C. çekirdek
D. proton",C,"A
S",False
"Güneş enerjisini elektriğe dönüştürmek için güneş panelleri kullanmak hangi kaynağın tükenmesini yavaşlatmaya yardımcı olabilir?
Şıklar:
A. güneş ışığı
B. su
C. kömür
D. bakır",C,"C
Soru: Bir su kütlesinin hidrolojik döngüsünde yer alan üç aşamanın doğru sırası nedir?
Şıklar:
A. buharlaşma - yoğunlaşma - yağış
B. buharlaşma - yağış - yoğunlaşma
C. yoğunlaşma - bu",False
